Clone name,Colour dark purple,Colour light purple,Colour white,Colour mottled,Number,Length,Width,Thickness,Wet weight,Cotyledon wet weight,Info,Notes,Refcode,Dry weight,Colour,Colour purple,Shape,Size,Cotyledon dry weight,Cotyledon length,Cotyledon width,Cotyledon thickness,Total wet weight,Total dry weight,Colour grey,Number (max),Accession
SAN JUAN WSC,,,,,48.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.34,25.3,14.0,,99.8,,,,
SAN MIGUEL 3161 /2 [CHA],,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.0,25.4,12.1,,57.9,,,,
SAN MIGUEL 3360 /2 [CHA],,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.11,23.7,13.2,,67.4,,,,
SAN MIGUEL 3360 /3 [CHA],,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.96,23.0,13.3,,60.7,,,,
SC 1 [COL],,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.29,23.3,14.4,,74.8,,,,
SC 10 [COL],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.24,25.1,14.0,,73.8,,,,
SC 11 [COL],,,,,34.0,,,,,,,,BEKAD1,,light purple,,elliptical,,1.24,21.9,12.9,,54.4,,,,
SC 12 [COL],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.22,22.9,14.2,,69.7,,,,
SC 13 [COL],,,,,28.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.35,23.6,13.4,,54.9,,,,
SC 17 [COL],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.48,24.6,14.3,,76.6,,,,
SC 19 [COL],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.54,24.6,14.6,,77.0,,,,
SC 2 [COL],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.46,22.9,13.7,,69.0,,,,
SC 20 [COL],,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.22,23.1,13.4,,69.5,,,,
SC 3 [COL],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.23,21.9,14.2,,67.1,,,,
SC 4 [COL],,,,,26.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.58,24.5,13.9,,53.5,,,,
SC 5 [COL],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.51,24.8,14.0,,77.9,,,,
SC 6 [COL],,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.26,22.7,12.9,,61.0,,,,
SC 8 [COL],,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.04,21.8,13.5,,62.2,,,,
SCA 10,,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.11,21.5,13.2,,60.9,,,,
SCA 11,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.7,19.2,9.8,,34.6,,,,
SCA 12,,,,,46.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.7,20.9,10.3,,54.7,,,,
SCA 16,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.78,19.2,12.3,,46.0,,,,
SCA 19,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.92,21.2,12.5,,50.7,,,,
SCA 20,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.97,21.1,11.1,,56.7,,,,
SCA 23,,,,,46.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.65,19.7,12.2,,42.5,,,,
SCA 24,,,,,40.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.65,18.8,10.2,,36.5,,,,
SCA 3,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.7,19.1,9.6,,36.8,,,,
SCA 5,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.69,17.7,9.3,,32.3,,,,
SCA 6,,,,,45.0,,,,,,,,BEKAD1,,purple,,oblong,,0.51,17.5,8.8,,34.5,,,,
SCA 7,,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,20.1,11.1,,41.3,,,,
SCA 9,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.07,23.4,13.0,,65.9,,,,
SD 1 /6,,,,,57.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.96,24.9,12.6,,76.5,,,,
SI 10 /1,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.01,23.0,12.1,,70.1,,,,
SI 12 /4,,,,,44.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.01,21.6,12.2,,57.1,,,,
SI 17 /1,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.71,18.7,11.4,,36.4,,,,
SI 22 /3,,,,,48.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.68,19.7,11.2,,46.1,,,,
SI 32 /1,,,,,48.0,,,,,,,,BEKAD1,,purple,,oblong,,0.67,22.4,10.7,,45.2,,,,
SI 35 /3,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,22.0,11.0,,46.8,,,,
SI 40 /6,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.71,20.4,11.3,,45.9,,,,
SI 45 /2,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.06,23.7,11.1,,53.0,,,,
SI 46 /2,,,,,38.0,,,,,,,,BEKAD1,,purple,,oblong,,0.71,20.6,11.4,,41.1,,,,
SI 48 /3,,,,,49.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.76,20.5,11.2,,55.5,,,,
SI 48 /4,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.7,18.4,12.0,,36.3,,,,
SI 66 /1,,,,,32.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.0,19.9,12.5,,45.9,,,,
SIAL 330,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.15,23.7,13.1,,64.8,,,,
SIAL 339,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.05,21.5,12.6,,66.1,,,,
SIAL 44,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.82,21.5,11.4,,55.7,,,,
SIC 5,,,,,39.0,,,,,,,,BEKAD1,,purple,,oblong,,0.85,22.4,11.7,,54.5,,,,
SILECIA 8 [ECU],,,,,44.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.4,25.7,13.4,,83.4,,,,
SJ 1 /1 [POU],,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.06,23.6,12.7,,78.6,,,,
SJ 1 /11 [POU],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.07,21.3,13.4,,53.7,,,,
SJ 1 /18 [POU],,,,,47.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.99,21.7,12.3,,68.2,,,,
SJ 1 /19 [POU],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.32,23.2,14.0,,73.7,,,,
SJ 1 /26 [POU],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.04,21.8,12.6,,53.3,,,,
SJ 1 /27 [POU],,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.78,21.1,11.3,,50.3,,,,
SJ 1 /28 [POU],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.99,21.2,12.8,,61.5,,,,
SJ 1 /29 [POU],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,20.9,11.8,,50.2,,,,
SJ 1 /3 [POU],,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.14,22.5,12.7,,58.9,,,,
SJ 1 /33 [POU],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.84,21.6,11.7,,47.9,,,,
SJ 1 /34 [POU],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.36,23.0,14.3,,68.2,,,,
SJ 1 /37 [POU],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.39,22.8,14.3,,81.4,,,,
SJ 1 /39 [POU],,,,,41.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.06,23.2,12.5,,71.4,,,,
SJ 1 /4 [POU],,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.07,22.3,11.8,,60.7,,,,
SJ 1 /40 [POU],,,,,44.0,,,,,,,,BEKAD1,,purple,,ovate,,0.93,21.8,11.3,,66.7,,,,
SJ 1 /41 [POU],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.92,21.6,11.8,,48.4,,,,
SJ 1 /5 [POU],,,,,41.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.9,19.9,12.7,,60.9,,,,
SJ 1 /9 [POU],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.04,20.5,11.5,,59.0,,,,
SJ 2 /10 [POU],,,,,38.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.95,21.9,12.4,,59.7,,,,
SJ 2 /11 [POU],,,,,36.0,,,,,,,,BEKAD1,,purple,,oblong,,0.64,19.7,10.6,,36.2,,,,
SJ 2 /12 [POU],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.89,21.5,12.1,,56.2,,,,
SJ 2 /13 [POU],,,,,38.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.83,21.5,11.4,,45.8,,,,
SJ 2 /15 [POU],,,,,45.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.96,22.2,11.5,,71.4,,,,
SJ 2 /16 [POU],,,,,34.0,,,,,,,,BEKAD1,,purple,,oblong,,1.34,25.5,13.5,,69.8,,,,
SJ 2 /17 [POU],,,,,36.0,,,,,,,,BEKAD1,,purple,,oblong,,0.9,22.5,12.1,,52.1,,,,
SJ 2 /19 [POU],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,20.3,13.2,,55.2,,,,
SJ 2 /2 [POU],,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.55,17.5,9.5,,36.3,,,,
SJ 2 /20 [POU],,,,,51.0,,,,,,,,BEKAD1,,purple,,ovate,,0.9,21.1,11.4,,61.3,,,,
SJ 2 /22 [POU],,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.17,21.7,11.2,,74.2,,,,
SJ 2 /24 [POU],,,,,43.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.69,20.6,11.2,,49.6,,,,
SJ 2 /25 [POU],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.78,19.3,11.3,,46.0,,,,
SJ 2 /26 [POU],,,,,39.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.96,23.0,12.4,,57.5,,,,
SJ 2 /28 [POU],,,,,37.0,,,,,,,,BEKAD1,,purple,,ovate,,0.8,22.7,11.8,,44.7,,,,
SJ 2 /30 [POU],,,,,29.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.09,22.7,13.7,,48.9,,,,
SJ 2 /6 [POU],,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.14,23.4,12.2,,65.8,,,,
SJ 2 /7 [POU],,,,,39.0,,,,,,,,BEKAD1,,light purple,,elliptical,,0.82,21.2,11.9,,54.1,,,,
SLA 10,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.08,21.1,13.4,,71.5,,,,
SLA 13,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.08,23.3,12.5,,56.5,,,,
SLA 16,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.93,18.3,11.3,,47.7,,,,
SLA 20,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.76,19.7,12.8,,47.5,,,,
SLA 3,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.08,21.7,12.3,,62.4,,,,
SLA 30,,,,,41.0,,,,,,,,BEKAD1,,purple,,ovate,,1.37,22.2,13.3,,79.0,,,,
SLA 44,,,,,37.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.93,21.5,11.4,,51.2,,,,
SLA 45,,,,,41.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.63,18.2,12.4,,37.1,,,,
SLA 48,,,,,35.0,,,,,,,,BEKAD1,,purple,,oblong,,1.13,22.3,12.6,,61.3,,,,
SLA 51,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.14,23.9,13.2,,62.1,,,,
SLA 54,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.17,21.5,13.8,,63.7,,,,
SLA 57,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.65,18.6,11.5,,39.6,,,,
SLA 64,,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.83,21.2,10.9,,54.2,,,,
SLA 66,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.95,21.1,11.2,,49.8,,,,
SLA 68,,,,,45.0,,,,,,,,BEKAD1,,purple,,ovate,,1.22,22.7,14.4,,76.4,,,,
SLA 74,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.92,22.7,12.6,,56.4,,,,
SLA 77,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.09,22.3,12.6,,56.8,,,,
SLA 8,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.03,21.6,12.1,,50.9,,,,
SLA 85,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.97,22.3,12.6,,58.3,,,,
SLA 90,,,,,38.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.93,22.1,12.4,,53.1,,,,
SLA 93,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.87,20.7,12.0,,43.1,,,,
SLA 95,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.82,20.0,11.5,,52.0,,,,
SLA 97,,,,,38.0,,,,,,,,BEKAD1,,mottled,,elliptical,,0.69,20.3,12.4,,46.2,,,,
SLC 1,,,,,47.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.97,21.9,12.7,,74.4,,,,
SLC 11,,,,,28.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.71,18.9,11.2,,32.5,,,,
SLC 12,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.99,21.0,13.0,,66.4,,,,
SLC 18,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.23,21.4,13.1,,72.2,,,,
SLC 19,,,,,44.0,,,,,,,,BEKAD1,,purple,,ovate,,1.01,21.7,13.0,,72.8,,,,
SLC 24,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.15,23.8,13.3,,80.1,,,,
SLC 25,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.81,19.4,11.9,,48.2,,,,
SLC 3,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.09,23.0,12.5,,60.3,,,,
SLC 4,,,,,43.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.97,20.7,12.0,,60.9,,,,
SLC 7,,,,,40.0,,,,,,,,BEKAD1,,purple,,ovate,,0.91,20.2,12.8,,57.1,,,,
SLC 8,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.73,19.0,11.5,,42.0,,,,
SM 18 [POU],,,,,25.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.8,20.1,10.7,,31.2,,,,
SM 2 [POU],,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.72,19.9,10.7,,42.7,,,,
SM 5 [POU],,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.06,21.9,13.6,,58.4,,,,
SM 6 [POU],,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.87,20.5,11.4,,48.2,,,,
SM 9 [POU],,,,,27.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.6,25.7,13.2,,64.6,,,,
SNK 12,,,,,40.0,,,,,,,,BEKAD1,,purple,,oblong,,1.22,24.4,13.1,,74.9,,,,
SP 1 [VEN],,,,,30.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.24,22.9,14.0,,61.4,,,,
SPA 10 [COL],,,,,44.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.65,21.1,11.6,,47.9,,,,
SPA 11 [COL],,,,,43.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.86,21.2,12.6,,56.8,,,,
SPA 12 [COL],,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.15,21.1,13.5,,70.8,,,,
SPA 16 [COL],,,,,50.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.85,22.3,13.4,,61.0,,,,
SPA 18 [COL],,,,,45.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.93,21.8,11.9,,56.3,,,,
SPA 20 [COL],,,,,46.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.95,22.0,12.7,,65.1,,,,
SPA 4 [COL],,,,,35.0,,,,,,,,BEKAD1,,purple,,ovate,,0.8,19.0,12.3,,41.2,,,,
SPA 5 [COL],,,,,41.0,,,,,,,,BEKAD1,,light purple,,ovate,,0.66,20.8,12.1,,46.6,,,,
SPA 7 [COL],,,,,47.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.79,21.4,12.4,,49.8,,,,
SPA 8 [COL],,,,,47.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.76,19.1,10.5,,51.0,,,,
SPA 9 [COL],,,,,48.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.71,20.2,12.2,,48.5,,,,
SPEC 137 /6,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.67,20.4,10.0,,43.8,,,,
SPEC 138 /10,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.85,20.5,12.2,,44.6,,,,
SPEC 138 /11,,,,,42.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.91,22.4,11.3,,55.8,,,,
SPEC 138 /13,,,,,54.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.63,20.5,9.3,,52.5,,,,
SPEC 138 /15,,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.15,23.1,13.8,,61.4,,,,
SPEC 138 /16,,,,,33.0,,,,,,,,BEKAD1,,purple,,oblong,,1.09,23.3,12.7,,62.2,,,,
SPEC 138 /17,,,,,36.0,,,,,,,,BEKAD1,,purple,,ovate,,1.07,21.5,12.7,,52.5,,,,
SPEC 138 /21,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.8,20.4,11.6,,46.0,,,,
SPEC 138 /3,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.77,21.3,10.1,,45.7,,,,
SPEC 138 /8,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,0.62,21.1,10.9,,37.7,,,,
SPEC 160 /9,,,,,30.0,,,,,,,,BEKAD1,,purple,,oblong,,1.21,22.8,12.6,,57.9,,,,
SPEC 161 /7,,,,,38.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.97,22.1,12.3,,57.7,,,,
SPEC 18 /5,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,20.8,12.5,,48.0,,,,
SPEC 18 /6,,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.78,22.0,12.8,,49.8,,,,
SPEC 184 /15,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.18,21.3,12.0,,55.1,,,,
SPEC 184 /2,,,,,50.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.78,22.6,9.8,,51.9,,,,
SPEC 185 /4,,,,,28.0,,,,,,,,BEKAD1,,light purple,,elliptical,,0.87,20.1,12.1,,34.9,,,,
SPEC 189 /14,,,,,40.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.86,22.4,11.9,,52.6,,,,
SPEC 189 /8,,,,,43.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.07,21.4,12.7,,67.1,,,,
SPEC 194 /103,,,,,34.0,,,,,,,,BEKAD1,,light purple,,elliptical,,1.35,22.9,13.5,,69.0,,,,
SPEC 194 /107,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.86,22.1,11.4,,57.3,,,,
SPEC 194 /109,,,,,33.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.02,21.5,11.9,,49.7,,,,
SPEC 194 /15,,,,,37.0,,,,,,,,BEKAD1,,purple,,ovate,,0.97,23.3,12.4,,55.7,,,,
SPEC 194 /44,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.75,20.5,10.1,,36.7,,,,
SPEC 194 /48,,,,,28.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.43,23.6,13.7,,65.2,,,,
SPEC 194 /62,,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.22,23.9,14.7,,62.7,,,,
SPEC 194 /75,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.62,19.2,11.0,,34.4,,,,
SPEC 41 /11,,,,,38.0,,,,,,,,BEKAD1,,purple,,oblong,,1.01,22.3,12.5,,55.6,,,,
SPEC 41 /6,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.11,22.9,12.4,,58.7,,,,
SPEC 41 /6-17,,,,,39.0,,,,,,,,BEKAD1,,purple,,oblong,,0.88,21.2,11.3,,50.3,,,,
SPEC 41 /6-18,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.72,20.1,11.1,,39.2,,,,
SPEC 41 /6-25,,,,,39.0,,,,,,,,BEKAD1,,purple,,oblong,,0.7,21.2,11.8,,42.6,,,,
SPEC 41 /6-29,,,,,23.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.69,21.6,10.9,,25.0,,,,
SPEC 41 /6-37,,,,,40.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.96,22.4,12.0,,57.1,,,,
SPEC 54 /1,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,21.0,11.3,,48.7,,,,
SPEC 54 /2,,,,,36.0,,,,,,,,BEKAD1,,purple,,oblong,,1.05,23.0,12.8,,58.9,,,,
STAHEL,,,,,36.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.91,21.1,12.5,,52.2,,,,
TAP 10 [CHA],,,,,49.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.04,23.1,12.6,,80.9,,,,
TAP 12 [CHA],,,,,30.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.86,19.9,12.2,,39.6,,,,
TAP 7 [CHA],,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.0,22.9,12.0,,61.7,,,,
TRD 1,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.03,25.3,12.6,,63.0,,,,
TRD 109,,,,,42.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.14,24.6,13.2,,75.7,,,,
TRD 110,,,,,35.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.01,21.1,12.6,,56.2,,,,
TRD 111,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.78,20.4,11.2,,52.2,,,,
TRD 112,,,,,30.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.91,20.8,11.6,,42.8,,,,
TRD 113,,,,,50.0,,,,,,,,BEKAD1,,purple,,ovate,,0.88,22.2,11.4,,69.0,,,,
TRD 115,,,,,33.0,,,,,,,,BEKAD1,,purple,,oblong,,1.21,23.4,12.5,,58.7,,,,
TRD 116,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.08,22.1,12.9,,70.8,,,,
TRD 117,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.15,23.6,12.8,,77.0,,,,
TRD 118,,,,,33.0,,,,,,,,BEKAD1,,purple,,ovate,,1.22,24.9,13.7,,64.2,,,,
TRD 119,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,ovate,,1.08,24.4,12.8,,62.6,,,,
TRD 13,,,,,43.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,20.7,12.3,,56.4,,,,
TRD 15,,,,,46.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.0,22.8,12.5,,75.9,,,,
TRD 16,,,,,34.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.29,23.7,13.7,,67.4,,,,
TRD 18,,,,,28.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.27,23.4,13.6,,52.9,,,,
TRD 19,,,,,35.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.14,21.8,14.7,,66.2,,,,
TRD 2,,,,,42.0,,,,,,,,BEKAD1,,purple,,ovate,,1.14,22.8,14.6,,77.5,,,,
TRD 23,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.19,23.9,13.1,,73.4,,,,
TRD 24,,,,,39.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.99,22.8,12.4,,61.7,,,,
TRD 28,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.94,20.5,11.2,,57.9,,,,
TRD 29,,,,,39.0,,,,,,,,BEKAD1,,dark purple,,oblong,,0.82,19.9,10.5,,48.1,,,,
TRD 3,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.01,23.6,12.3,,58.4,,,,
TRD 30,,,,,40.0,,,,,,,,BEKAD1,,purple,,ovate,,1.13,23.6,14.4,,75.6,,,,
TRD 32,,,,,44.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,21.5,11.5,,57.6,,,,
TRD 33,,,,,31.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.86,20.5,12.6,,42.6,,,,
TRD 34,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.17,25.1,13.1,,61.2,,,,
TRD 35,,,,,41.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.59,25.6,14.4,,96.5,,,,
TRD 37,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.91,21.9,12.6,,52.4,,,,
TRD 38,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.93,22.9,13.0,,52.5,,,,
TRD 41,,,,,38.0,,,,,,,,BEKAD1,,purple,,elliptical,,1.0,21.3,12.4,,59.5,,,,
TRD 42,,,,,33.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.26,22.9,13.2,,64.2,,,,
TRD 43,,,,,37.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.11,21.1,13.7,,61.8,,,,
TRD 44,,,,,43.0,,,,,,,,BEKAD1,,purple,,oblong,,1.12,21.7,11.4,,79.0,,,,
TRD 45,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.41,24.6,14.3,,81.6,,,,
TRD 46,,,,,38.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.43,27.0,14.0,,90.2,,,,
TRD 47,,,,,36.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,1.11,20.3,13.6,,59.9,,,,
TRD 48,,,,,34.0,,,,,,,,BEKAD1,,dark purple,,oblong,,1.11,22.9,12.7,,61.1,,,,
TRD 49,,,,,42.0,,,,,,,,BEKAD1,,purple,,oblong,,0.91,22.2,11.8,,66.8,,,,
TRD 5,,,,,29.0,,,,,,,,BEKAD1,,purple,,elliptical,,0.89,22.5,12.1,,42.5,,,,
TRD 50,,,,,45.0,,,,,,,,BEKAD1,,dark purple,,elliptical,,0.96,22.3,12.3,,59.9,,,,
