Clone name,Pod index,Yield ha,Yield tree,Info,Notes,Refcode,Seed index,Productivity,Dry yield tree,Wet weight beans per tree,Yield efficiency
CC 252 x SCA 6,32.0,943,,tree number 27,potential yield value displayed (includes diseased pods). Actual yield estimated as 725 kg per ha,ARC06A,,,,,
CC 252 x SCA 6,36.0,1157,,tree number 28,potential yield value displayed (includes diseased pods). Actual yield estimated as 869 kg per ha,ARC06A,,,,,
CC 252 x UF 273,50.0,794,,tree number 7,potential yield value displayed (includes diseased pods). Actual yield estimated as 592 kg per ha,ARC06A,,,,,
CC 252 x UF 273,42.0,1020,,tree number 31,potential yield value displayed (includes diseased pods). Actual yield estimated as 798 kg per ha,ARC06A,,,,,
CCN 51,18.0,756,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 409 kg per ha,ARC06A,,,,,
CCN 51 x PA 169 [PER],36.0,1622,,tree number 9,potential yield value displayed (includes diseased pods). Actual yield estimated as 402 kg per ha,ARC06A,,,,,
EET 183 [ECU],37.0,450,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 295 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CC 252,30.0,1098,,tree number 31,potential yield value displayed (includes diseased pods). Actual yield estimated as 874 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CC 137,32.0,1047,,tree number 2,potential yield value displayed (includes diseased pods). Actual yield estimated as 735 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CC 137,25.0,1553,,tree number 25,potential yield value displayed (includes diseased pods). Actual yield estimated as 1160 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CC 137,23.0,1051,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 668 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CATIE 1000,27.0,3672,,tree number 18,potential yield value displayed (includes diseased pods). Actual yield estimated as 588 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CATIE 1000,25.0,2105,,tree number 20,potential yield value displayed (includes diseased pods). Actual yield estimated as 1281 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CATIE 1000,32.0,2118,,tree number 24,potential yield value displayed (includes diseased pods). Actual yield estimated as 1392 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CATIE 1000,27.0,1919,,tree number 28,potential yield value displayed (includes diseased pods). Actual yield estimated as 1058 kg per ha,ARC06A,,,,,
EET 75 [ECU] x CATIE 1000,28.0,1490,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 935 kg per ha,ARC06A,,,,,
GU 133 /N,32.0,25,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 21 kg per ha,ARC06A,,,,,
ICS 43,26.0,505,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 321 kg per ha,ARC06A,,,,,
ICS 95,27.0,403,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 272 kg per ha,ARC06A,,,,,
ICS 95 x UF 273,21.0,1622,,tree number 21,potential yield value displayed (includes diseased pods). Actual yield estimated as 1031 kg per ha,ARC06A,,,,,
ICS 95 x UF 273,20.0,2111,,tree number 27,potential yield value displayed (includes diseased pods). Actual yield estimated as 1471 kg per ha,ARC06A,,,,,
ICS 95 x UF 712,12.0,2666,,tree number 29,potential yield value displayed (includes diseased pods). Actual yield estimated as 1853 kg per ha,ARC06A,,,,,
ICS 95 x POUND 7,20.0,1401,,tree number 29,potential yield value displayed (includes diseased pods). Actual yield estimated as 1109 kg per ha,ARC06A,,,,,
IMC 60,20.0,370,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 210 kg per ha,ARC06A,,,,,
PA 169 [PER],29.0,207,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 179 kg per ha,ARC06A,,,,,
PA 169 [PER] x ARF 6,15.0,1177,,tree number 11,potential yield value displayed (includes diseased pods). Actual yield estimated as 956 kg per ha,ARC06A,,,,,
PA 169 [PER] x ARF 22,36.0,625,,tree number 5,potential yield value displayed (includes diseased pods). Actual yield estimated as 510 kg per ha,ARC06A,,,,,
PA 169 [PER] x ARF 22,30.0,696,,tree number 10,potential yield value displayed (includes diseased pods). Actual yield estimated as 659 kg per ha,ARC06A,,,,,
PA 169 [PER] x ARF 22,21.0,2091,,tree number 14,potential yield value displayed (includes diseased pods). Actual yield estimated as 1180 kg per ha,ARC06A,,,,,
PA 169 [PER] x ARF 22,26.0,1539,,tree number 23,potential yield value displayed (includes diseased pods). Actual yield estimated as 1082 kg per ha,ARC06A,,,,,
PA 169 [PER] x ARF 22,33.0,730,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 662 kg per ha,ARC06A,,,,,
PA 169 [PER] x ARF 37,27.0,841,,tree number 8,potential yield value displayed (includes diseased pods). Actual yield estimated as 725 kg per ha,ARC06A,,,,,
PMCT 58,27.0,586,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 415 kg per ha,ARC06A,,,,,
POUND 7,25.0,967,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 212 kg per ha,ARC06A,,,,,
SCA 6 x UF 712,23.0,949,,tree number 20,potential yield value displayed (includes diseased pods). Actual yield estimated as 719 kg per ha,ARC06A,,,,,
SCA 6,47.0,167,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 28 kg per ha,ARC06A,,,,,
SGU 84,40.0,330,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 238 kg per ha,ARC06A,,,,,
UF 273,31.0,523,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 422 kg per ha,ARC06A,,,,,
UF 273 x CC 137,25.0,1439,,tree number 1,potential yield value displayed (includes diseased pods). Actual yield estimated as 1268 kg per ha,ARC06A,,,,,
UF 273 x CC 137,23.0,2453,,tree number 5,potential yield value displayed (includes diseased pods). Actual yield estimated as 1798 kg per ha,ARC06A,,,,,
UF 273 x CATIE 1000,25.0,1030,,tree number 31,potential yield value displayed (includes diseased pods). Actual yield estimated as 833 kg per ha,ARC06A,,,,,
UF 273 x POUND 7,21.0,2016,,tree number 4,potential yield value displayed (includes diseased pods). Actual yield estimated as 1284 kg per ha,ARC06A,,,,,
UF 273 x POUND 7,32.0,1223,,tree number 5,potential yield value displayed (includes diseased pods). Actual yield estimated as 699 kg per ha,ARC06A,,,,,
UF 273 x POUND 7,17.0,1858,,tree number 20,potential yield value displayed (includes diseased pods). Actual yield estimated as 1281 kg per ha,ARC06A,,,,,
UF 273 x Tree81,19.0,2852,,tree number 4,potential yield value displayed (includes diseased pods). Actual yield estimated as 1618 kg per ha,ARC06A,,,,,
UF 273 x Tree81,23.0,2101,,tree number 32,potential yield value displayed (includes diseased pods). Actual yield estimated as 1356 kg per ha,ARC06A,,,,,
UF 273 x CATIE 1000,23.0,1921,,tree number 26,potential yield value displayed (includes diseased pods). Actual yield estimated as 1065 kg per ha,ARC06A,,,,,
UF 273 x POUND 7,23.0,2397,,tree number 6,potential yield value displayed (includes diseased pods). Actual yield estimated as 961 kg per ha,ARC06A,,,,,
UF 273 x CC 137,26.0,4297,,tree number 4,potential yield value displayed (includes diseased pods). Actual yield estimated as 3067 kg per ha,ARC06A,,,,,
UF 273 x CC 137,30.0,1414,,tree number 9,potential yield value displayed (includes diseased pods). Actual yield estimated as 1137 kg per ha,ARC06A,,,,,
UF 273 x CC 137,18.0,1242,,tree number 21,potential yield value displayed (includes diseased pods). Actual yield estimated as 1031 kg per ha,ARC06A,,,,,
UF 273 x CATIE 1000,28.0,1216,,tree number 29,potential yield value displayed (includes diseased pods). Actual yield estimated as 797 kg per ha,ARC06A,,,,,
UF 273 x CCN 51,34.0,1103,,tree number 13,potential yield value displayed (includes diseased pods). Actual yield estimated as 903 kg per ha,ARC06A,,,,,
UF 273 x SCA 6,26.0,2195,,tree number 19,potential yield value displayed (includes diseased pods). Actual yield estimated as 1141 kg per ha,ARC06A,,,,,
UF 273 x CC 137,26.0,1835,,tree number 2,potential yield value displayed (includes diseased pods). Actual yield estimated as 951 kg per ha,ARC06A,,,,,
UF 273 x SCA 6,21.0,2366,,tree number 22,potential yield value displayed (includes diseased pods). Actual yield estimated as 1145 kg per ha,ARC06A,,,,,
UF 712,36.0,34,,-,potential yield value displayed (includes diseased pods). Actual yield estimated as 28 kg per ha,ARC06A,,,,,
UF 712 x CC 137,21.0,2451,,tree number 3,potential yield value displayed (includes diseased pods). Actual yield estimated as 1950 kg per ha,ARC06A,,,,,
UF 712 x CC 137,22.0,1739,,tree number 5,potential yield value displayed (includes diseased pods). Actual yield estimated as 1205 kg per ha,ARC06A,,,,,
UF 712 x CC 137,24.0,1913,,tree number 21,potential yield value displayed (includes diseased pods). Actual yield estimated as 1200 kg per ha,ARC06A,,,,,
UF 712 x CC 137,20.0,2177,,tree number 27,potential yield value displayed (includes diseased pods). Actual yield estimated as 1591 kg per ha,ARC06A,,,,,
UF 712 x CC 137,18.0,1983,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 1430 kg per ha,ARC06A,,,,,
UF 712 x CC 124,17.0,1860,,tree number 23,potential yield value displayed (includes diseased pods). Actual yield estimated as 1463 kg per ha,ARC06A,,,,,
UF 712 x CC 124,35.0,830,,tree number 24,potential yield value displayed (includes diseased pods). Actual yield estimated as 613 kg per ha,ARC06A,,,,,
UF 712 x CC 124,23.0,2331,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 1573 kg per ha,ARC06A,,,,,
UF 712 x CC 124,30.0,902,,tree number 31,potential yield value displayed (includes diseased pods). Actual yield estimated as 759 kg per ha,ARC06A,,,,,
UF 712 x CATIE 1000,19.0,1278,,tree number 7,potential yield value displayed (includes diseased pods). Actual yield estimated as 1063 kg per ha,ARC06A,,,,,
UF 712 x Tree81,18.0,1505,,tree number 22,potential yield value displayed (includes diseased pods). Actual yield estimated as 1346 kg per ha,ARC06A,,,,,
UF 712 x Tree81,20.0,1490,,tree number 24,potential yield value displayed (includes diseased pods). Actual yield estimated as 1109 kg per ha,ARC06A,,,,,
UF 712 x ARF 37,15.0,1964,,tree number 12,potential yield value displayed (includes diseased pods). Actual yield estimated as 1877 kg per ha,ARC06A,,,,,
UF 712 x ARF 37,18.0,1684,,tree number 26,potential yield value displayed (includes diseased pods). Actual yield estimated as 1302 kg per ha,ARC06A,,,,,
UF 712 x ARF 37,21.0,1110,,tree number 28,potential yield value displayed (includes diseased pods). Actual yield estimated as 964 kg per ha,ARC06A,,,,,
UF 712 x ARF 37,16.0,1626,,tree number 31,potential yield value displayed (includes diseased pods). Actual yield estimated as 998 kg per ha,ARC06A,,,,,
UF 712 x ARF 37,14.0,1214,,tree number 32,potential yield value displayed (includes diseased pods). Actual yield estimated as 1111 kg per ha,ARC06A,,,,,
UF 712 x ICS 43,18.0,1167,,tree number 30,potential yield value displayed (includes diseased pods). Actual yield estimated as 902 kg per ha,ARC06A,,,,,
UF 712 x P 23 [MEX],26.0,862,,tree number 15,potential yield value displayed (includes diseased pods). Actual yield estimated as 728 kg per ha,ARC06A,,,,,
EET 400 [ECU],50.3,855,,,,TAR10A,,,0.57,,
IMC 67,23.6,780,,,,TAR10A,,,0.52,,
POUND 7,31.3,1185,,,,TAR10A,,,0.79,,
SCA 12,31.0,1275,,,,TAR10A,,,0.85,,
TARS 1,25.4,2025,,,,TAR10A,,,1.35,,
TARS 14,36.6,2400,,,,TAR10A,,,1.6,,
TARS 15,41.2,2040,,,,TAR10A,,,1.36,,
TARS 23,24.5,2175,,,,TAR10A,,,1.45,,
TARS 27,39.7,2145,,,,TAR10A,,,1.43,,
TARS 30,40.4,2145,,,,TAR10A,,,1.43,,
TARS 31,43.3,2310,,,,TAR10A,,,1.54,,
TARS 34,25.0,2220,,,,TAR10A,,,1.48,,
TARS 9,28.7,2070,,,,TAR10A,,,1.38,,
UF 668,22.0,1410,,,,TAR10A,,,0.94,,
INIAP T 56,23.0,,,Cherelle wilt per tree: 34.8,,TAR10B,1.0,,,1641.7,62.8
INIAP T 178,18.6,,,Cherelle wilt per tree: 55.0,,TAR10B,1.2,,,2629.2,136.2
INIAP T 183,36.4,,,Cherelle wilt per tree: 26.7,,TAR10B,0.8,,,2583.3,126.5
INIAP T 185,16.1,,,Cherelle wilt per tree: 144.8,,TAR10B,1.3,,,2460.0,243.8
INIAP T 294,27.6,,,Cherelle wilt per tree: 108.5,,TAR10B,0.9,,,3133.3,133.7
INIAP T 302,24.7,,,Cherelle wilt per tree: 29.5,,TAR10B,1.1,,,3858.3,215.8
INIAP T 332,27.2,,,Cherelle wilt per tree: 56.0,,TAR10B,0.9,,,2679.2,117.0
INIAP T 348,27.1,,,Cherelle wilt per tree: 123.7,,TAR10B,0.9,,,2745.8,160.7
INIAP T 364,21.4,,,Cherelle wilt per tree: 68.3,,TAR10B,1.0,,,2758.3,152.3
INIAP T 374,21.3,,,Cherelle wilt per tree: 100.3,,TAR10B,1.3,,,4054.2,139.1
INIAP T 405,17.6,,,Cherelle wilt per tree: 91.3,,TAR10B,1.3,,,4441.7,242.7
INIAP T 462,19.7,,,Cherelle wilt per tree: 33.2,,TAR10B,1.3,,,2862.5,177.0
INIAP T 468,22.7,,,Cherelle wilt per tree: 43.6,,TAR10B,1.1,,,2900.0,192.0
INIAP T 481,25.6,,,Cherelle wilt per tree: 30.7,,TAR10B,1.1,,,3320.8,145.2
INIAP T 484,15.0,,,Cherelle wilt per tree: 111.0,,TAR10B,1.6,,,7531.3,193.3
INIAP T 509,24.6,,,Cherelle wilt per tree: 19.5,,TAR10B,0.9,,,2270.8,147.3
INIAP T 527,30.4,,,Cherelle wilt per tree: 45.3,,TAR10B,0.9,,,2504.2,141.2
INIAP T 533,25.0,,,Cherelle wilt per tree: 82.0,,TAR10B,1.2,,,5060.0,200.8
INIAP T 543,25.9,,,Cherelle wilt per tree: 16.8,,TAR10B,0.9,,,2720.8,118.3
INIAP T 560,28.6,,,Cherelle wilt per tree: 50.3,,TAR10B,0.8,,,2866.7,207.0
INIAP T 561,24.4,,,Cherelle wilt per tree: 112.7,,TAR10B,1.2,,,3616.7,233.5
INIAP T 564,21.2,,,Cherelle wilt per tree: 56.8,,TAR10B,1.3,,,2743.8,222.8
INIAP T 573,25.9,,,Cherelle wilt per tree: 41.8,,TAR10B,0.9,,,4387.5,262.5
INIAP T 632,24.7,,,Cherelle wilt per tree: 112.3,,TAR10B,1.3,,,4458.3,232.7
INIAP T 641,19.3,,,Cherelle wilt per tree: 17.0,,TAR10B,1.1,,,4175.0,189.5
INIAP T 644,30.8,,,Cherelle wilt per tree: 15.3,,TAR10B,0.7,,,2891.7,176.7
INIAP T 648,19.3,,,Cherelle wilt per tree: 130.0,,TAR10B,1.3,,,2105.0,66.0
INIAP T 649,44.8,,,Cherelle wilt per tree: 53.8,,TAR10B,0.8,,,2283.3,92.0
INIAP T 653,31.2,,,Cherelle wilt per tree: 161.0,,TAR10B,1.1,,,2129.2,74.5
INIAP T 656,15.1,,,Cherelle wilt per tree: 55.7,,TAR10B,1.5,,,3591.7,186.3
INIAP T 678,30.3,,,Cherelle wilt per tree: 73.7,,TAR10B,0.8,,,4441.7,323.3
INIAP T 680,14.4,,,Cherelle wilt per tree: 68.8,,TAR10B,1.6,,,2983.3,111.3
INIAP T 694,14.5,,,Cherelle wilt per tree: 82.0,,TAR10B,1.5,,,1283.3,53.0
PBC 113,19.7,,,,,GHP1UA,86.9,,,,
PBC 123,22.1,,,,,GHP1UA,90.9,,,,
PBC 130,24.4,,,,,GHP1UA,80.6,,,,
PBC 140,21.9,,,,,GHP1UA,72.4,,,,
PBC 159,17.5,,,,,GHP1UA,74.6,,,,
PBC 179,20.5,,,,,GHP1UA,78.1,,,,
PBC 207,23.9,,,,,GHP1UA,86.2,,,,
PBC 208,25.0,,,,,GHP1UA,97.0,,,,
PBC 211,19.0,,,,,GHP1UA,72.4,,,,
PBC 221,19.6,,,,,GHP1UA,68.9,,,,
PBC 223,24.6,,,,,GHP1UA,86.2,,,,
PBC 230,21.1,,,,,GHP1UA,86.9,,,,
PBC 236,22.7,,,,,GHP1UA,90.9,,,,
PBC 247,22.2,,,,,GHP1UA,80.0,,,,
BR 25,,2690,,,,APW12A,,,,,
KKM 22,,2420,,,,APW12A,,,,,
KKM 25,,2440,,,,APW12A,,,,,
PBC 123,,2550,,,,APW12A,,,,,
PBC 130,,1910,,,,APW12A,,,,,
PBC 131,,1440,,,,APW12A,,,,,
PBC 139,,2250,,,,APW12A,,,,,
PBC 140,,1680,,,,APW12A,,,,,
PBC 159,,1560,,,,APW12A,,,,,
QH 1003,,2030,,,,APW12A,,,,,
QH 22,,3510,,,,APW12A,,,,,
CC 10,17.7,,,,,LAM92B,60.9,,,,
CC 11,17.0,,,,,LAM92B,59.5,,,,
ICS 75,18.4,,,,,LAM92B,62.1,,,,
UF 11,17.5,,,,,LAM92B,59.8,,,,
UF 221,17.9,,,,,LAM92B,65.3,,,,
UF 667,18.1,,,,,LAM92B,60.2,,,,
UF 676,16.7,,,,,LAM92B,59.5,,,,
ICCRI 06H,,1830,,,,ICCUD1,,,,,
ICCRI 08H,,2500,,,,ICCUD1,,,,,
GU 114 /F,,,,,,LAC07B,,very low,,,
GU 114 L,,,,,,LAC07B,,very low,,,
GU 114 /P,,,,,,LAC07B,,very low,,,
GU 125 /C,,,,,,LAC07B,,low,,,
GU 133 /C,,,,,,LAC07B,,low,,,
GU 134 /A,,,,,,LAC07B,,very high,,,
GU 134 /B,,,,,,LAC07B,,very high,,,
GU 134 C,,,,,,LAC07B,,very high,,,
GU 139 /A,,,,,,LAC07B,,very high,,,
GU 140 /F,,,,,,LAC07B,,very high,,,
GU 140 /S,,,,,,LAC07B,,very high,,,
GU 143 /A,,,,,,LAC07B,,very high,,,
GU 143 B,,,,,,LAC07B,,very high,,,
GU 143 C,,,,,,LAC07B,,very high,,,
GU 144 /A,,,,,,LAC07B,,very high,,,
GU 144 /B,,,,,,LAC07B,,very high,,,
GU 144 /C,,,,,,LAC07B,,very high,,,
GU 144 /L,,,,,,LAC07B,,very high,,,
GU 168 /H,,,,,,LAC07B,,low,,,
GU 171 /C,,,,,,LAC07B,,low,,,
GU 175 /P,,,,,,LAC07B,,low,,,
GU 183 /G,,,,,,LAC07B,,low,,,
GU 195 /P,,,,,,LAC07B,,very low,,,
GU 195 /V,,,,,,LAC07B,,very low,,,
GU 207 /H,,,,,,LAC07B,,low,,,
GU 219 /F,,,,,,LAC07B,,low,,,
GU 221 /C,,,,,,LAC07B,,very low,,,
GU 221 /H,,,,,,LAC07B,,very low,,,
GU 221 J,,,,,,LAC07B,,very low,,,
GU 221 /V,,,,,,LAC07B,,very low,,,
GU 226 /V,,,,,,LAC07B,,medium,,,
GU 241 /P,,,,,,LAC07B,,low,,,
GU 241 /V,,,,,,LAC07B,,low,,,
GU 251 D,,,,,,LAC07B,,very low,,,
GU 251 /L,,,,,,LAC07B,,very low,,,
GU 259 /C,,,,,,LAC07B,,low,,,
GU 261 /A,,,,,,LAC07B,,very low,,,
GU 261 /P,,,,,,LAC07B,,very low,,,
GU 263 /V,,,,,,LAC07B,,medium,,,
GU 265 /P,,,,,,LAC07B,,low,,,
GU 269 /V,,,,,,LAC07B,,low,,,
GU 277 /G,,,,,,LAC07B,,high,,,
GU 280 /A,,,,,,LAC07B,,very high,,,
GU 285 /A,,,,,,LAC07B,,very high,,,
GU 285 B,,,,,,LAC07B,,very high,,,
GU 285 C,,,,,,LAC07B,,very high,,,
GU 286 /A,,,,,,LAC07B,,very high,,,
GU 286 /P,,,,,,LAC07B,,very high,,,
GU 296 /H,,,,,,LAC07B,,low,,,
GU 303 /A,,,,,,LAC07B,,very high,,,
GU 303 B,,,,,,LAC07B,,very high,,,
GU 307 /F,,,,,,LAC07B,,low,,,
GU 310 /P,,,,,,LAC07B,,low,,,
GU 314 /N,,,,,,LAC07B,,very low,,,
GU 325 /A,,,,,,LAC07B,,very high,,,
BAL 209,23.6,2391,,,,LEE93A,90.0,,,,
BR 25,-,2686,,,,LEE93A,-,,,,
FP 10,26.7,930,,,,LEE93A,100.0,,,,
FP 6,24.0,1368,,,,LEE93A,87.7,,,,
FP 7,27.7,713,,,,LEE93A,95.2,,,,
FP 8,20.3,1135,,,,LEE93A,94.3,,,,
FP 9,24.1,985,,,,LEE93A,84.7,,,,
KKM 1,17.4,3930,,,,LEE93A,94.3,,,,
KKM 15,19.1,2410,,,,LEE93A,100.0,,,,
KKM 17,18.9,2260,,,,LEE93A,93.4,,,,
KKM 19,17.9,2700,,,,LEE93A,84.7,,,,
KKM 2,20.1,3560,,,,LEE93A,90.9,,,,
KKM 22,24.0,2420,,,,LEE93A,91.7,,,,
KKM 25,29.7,2440,,,,LEE93A,76.9,,,,
KKM 26,27.1,1760,,,,LEE93A,86.9,,,,
KKM 27,20.1,1860,,,,LEE93A,84.7,,,,
KKM 28,23.7,2310,,,,LEE93A,91.7,,,,
KKM 3,22.6,2110,,,,LEE93A,100.0,,,,
KKM 4,24.9,2040,,,,LEE93A,94.3,,,,
KKM 5,21.7,2020,,,,LEE93A,93.4,,,,
KKM 6,24.0,1990,,,,LEE93A,76.9,,,,
PBC 112,25.0,1534,,,,LEE93A,99.0,,,,
PBC 113,19.6,1502,,,,LEE93A,86.9,,,,
PBC 123,23.0,1453,,,,LEE93A,96.1,,,,
PBC 130,22.0,1911,,,,LEE93A,78.1,,,,
PBC 131,18.6,1442,,,,LEE93A,78.1,,,,
PBC 140,25.0,1677,,,,LEE93A,79.3,,,,
PBC 159,19.0,1564,,,,LEE93A,81.9,,,,
PBC 179,20.8,1592,,,,LEE93A,79.3,,,,
QH 1003,27.0,2486,,,,LEE93A,75.7,,,,
QH 1176,24.7,3707,,,,LEE93A,96.1,,,,
QH 12,28.8,3296,,,,LEE93A,103.0,,,,
QH 1213,21.1,5497,,,,LEE93A,87.7,,,,
QH 186,23.8,2646,,,,LEE93A,103.0,,,,
QH 22,22.3,2692,,,,LEE93A,88.4,,,,
QH 240,25.1,2574,,,,LEE93A,100.0,,,,
QH 37,19.1,2587,,,,LEE93A,66.6,,,,
QH 441,27.3,3215,,,,LEE93A,100.0,,,,
QH 670,22.2,3892,,,,LEE93A,85.4,,,,
SDS 11,29.1,2163,,,,LEE93A,107.5,,,,
SDS 18,19.7,2031,,,,LEE93A,78.7,,,,
SDS 20,22.8,1121,,,,LEE93A,94.3,,,,
SDS 21,29.6,1321,,,,LEE93A,106.3,,,,
SDS 36,26.6,1499,,,,LEE93A,106.3,,,,
SDS 4,24.6,1459,,,,LEE93A,101.0,,,,
SDS 41,25.8,1246,,,,LEE93A,98.0,,,,
SDS 46,25.6,1357,,,,LEE93A,100.0,,,,
SDS 52,25.5,1459,,,,LEE93A,97.0,,,,
SDS 54,28.9,1404,,,,LEE93A,109.8,,,,
SDS 58,23.7,1602,,,,LEE93A,92.5,,,,
SDS 6,26.5,1073,,,,LEE93A,98.0,,,,
SDS 74,23.4,1564,,,,LEE93A,93.4,,,,
SDS 8,27.1,1921,,,,LEE93A,103.0,,,,
SDS 84,24.8,812,,,,LEE93A,89.2,,,,
TG 135,21.0,3671,,,,LEE93A,84.0,,,,
TG 137 /A,18.0,3572,,,,LEE93A,66.6,,,,
TG 137 /B,21.0,4176,,,,LEE93A,71.9,,,,
TG 148,15.0,3925,,,,LEE93A,61.7,,,,
TG 157,17.0,3125,,,,LEE93A,58.1,,,,
TG 240,32.0,3399,,,,LEE93A,112.3,,,,
TG 250,27.0,3370,,,,LEE93A,106.3,,,,
TG 266,15.0,3605,,,,LEE93A,60.2,,,,
TG 446,24.0,4151,,,,LEE93A,69.9,,,,
TG 78,28.0,3569,,,,LEE93A,102.0,,,,
TGC,24.0,3462,,,,LEE93A,95.2,,,,
UPC 41,22.1,2280,,,,LEE93A,83.3,,,,
UPC 50,24.6,2957,,,,LEE93A,76.9,,,,
BR 25,,1630,,,,NSI20A,,,,,
DR 1,,1840,,,,NSI20A,,,,,
ICS 40,,2200,,,,NSI20A,,,,,
K 9 [PHL],,2440,,,,NSI20A,,,,,
P7 [PHL],,1970,,,,NSI20A,,,,,
PBC 123,,2240,,,,NSI20A,,,,,
S 5 [TAF],,2410,,,,NSI20A,,,,,
UF 18,,3110,,,,NSI20A,,,,,
UIT 1,,1260,,,,NSI20A,,,,,
USM CH 1,,2170,,,,NSI20A,,,,,
USM CH 2,,2350,,,,NSI20A,,,,,
AML [MAL],,,,,,CLA94A,95.0,,,,
IMC 67,,,,,,CLA94A,78.0,,,,
NA 33,,,,,,CLA94A,104.0,,,,
PA 7 [PER],,,,,,CLA94A,99.0,,,,
SCA 12,,,,,,CLA94A,124.0,,,,
UIT 1,,,,,,CLA94A,53.0,,,,
HUALLAGA 1,32.0,,,,,ARE96A,,,,,
HUALLAGA 10,29.0,,,,,ARE96A,,,,,
HUALLAGA 11,22.0,,,,,ARE96A,,,,,
HUALLAGA 12,28.0,,,,,ARE96A,,,,,
HUALLAGA 14,33.0,,,,,ARE96A,,,,,
HUALLAGA 15,37.0,,,,,ARE96A,,,,,
HUALLAGA 16,25.0,,,,,ARE96A,,,,,
HUALLAGA 2,33.0,,,,,ARE96A,,,,,
HUALLAGA 24,25.0,,,,,ARE96A,,,,,
HUALLAGA 25,23.0,,,,,ARE96A,,,,,
HUALLAGA 26,29.0,,,,,ARE96A,,,,,
HUALLAGA 3,31.0,,,,,ARE96A,,,,,
HUALLAGA 31,23.0,,,,,ARE96A,,,,,
HUALLAGA 32,29.0,,,,,ARE96A,,,,,
HUALLAGA 34,18.0,,,,,ARE96A,,,,,
HUALLAGA 35,19.0,,,,,ARE96A,,,,,
HUALLAGA 36,20.0,,,,,ARE96A,,,,,
HUALLAGA 37,23.0,,,,,ARE96A,,,,,
HUALLAGA 38,23.0,,,,,ARE96A,,,,,
HUALLAGA 4,29.0,,,,,ARE96A,,,,,
HUALLAGA 40,17.0,,,,,ARE96A,,,,,
HUALLAGA 42,22.0,,,,,ARE96A,,,,,
HUALLAGA 44,45.0,,,,,ARE96A,,,,,
HUALLAGA 45,23.0,,,,,ARE96A,,,,,
HUALLAGA 46,25.0,,,,,ARE96A,,,,,
HUALLAGA 47,27.0,,,,,ARE96A,,,,,
HUALLAGA 5,33.0,,,,,ARE96A,,,,,
HUALLAGA 6,30.0,,,,,ARE96A,,,,,
HUALLAGA 8,32.0,,,,,ARE96A,,,,,
HUALLAGA 9,29.0,,,,,ARE96A,,,,,
U 1 [PER],36.0,,,,,ARE96A,,,,,
U 11 [PER],34.0,,,,,ARE96A,,,,,
U 12 [PER],15.0,,,,,ARE96A,,,,,
U 15 [PER],32.0,,,,,ARE96A,,,,,
U 19 [PER],27.0,,,,,ARE96A,,,,,
U 2 [PER],32.0,,,,,ARE96A,,,,,
U 20 [PER],39.0,,,,,ARE96A,,,,,
U 21 [PER],27.0,,,,,ARE96A,,,,,
U 22 [PER],38.0,,,,,ARE96A,,,,,
U 24 [PER],40.0,,,,,ARE96A,,,,,
U 26 [PER],17.0,,,,,ARE96A,,,,,
U 28 [PER],26.0,,,,,ARE96A,,,,,
U 3 [PER],38.0,,,,,ARE96A,,,,,
U 30 [PER],32.0,,,,,ARE96A,,,,,
U 31 [PER],39.0,,,,,ARE96A,,,,,
U 32 [PER],41.0,,,,,ARE96A,,,,,
U 35 [PER],43.0,,,,,ARE96A,,,,,
U 36 [PER],32.0,,,,,ARE96A,,,,,
U 37 [PER],25.0,,,,,ARE96A,,,,,
U 38 [PER],22.0,,,,,ARE96A,,,,,
U 39 [PER],36.0,,,,,ARE96A,,,,,
U 4 [PER],37.0,,,,,ARE96A,,,,,
U 41 [PER],28.0,,,,,ARE96A,,,,,
U 43 [PER],24.0,,,,,ARE96A,,,,,
U 47 [PER],43.0,,,,,ARE96A,,,,,
U 48 [PER],28.0,,,,,ARE96A,,,,,
U 49 [PER],32.0,,,,,ARE96A,,,,,
