Clone name,Colour,Refcode,Notes,Info
MOQ 6 /87,slight anthocyanin,BEKAD1,,
MOQ 6 /88,slight anthocyanin,BEKAD1,,
MOQ 6 /91,anthocyanin absent,BEKAD1,,
MOQ 6 /92,slight anthocyanin,BEKAD1,,
MOQ 6 /93,moderate anthocyanin,BEKAD1,,
MOQ 6 /95,slight anthocyanin,BEKAD1,,
MOQ 6 /96,slight anthocyanin,BEKAD1,,
MOQ 6 /97,intense anthocyanin,BEKAD1,,
MOQ 6 /99,slight anthocyanin,BEKAD1,,
MORALES 2 /2,intense anthocyanin,BEKAD1,,
MOTOLO 5665,moderate anthocyanin,BEKAD1,,
MX 14 /20 [TTO],moderate anthocyanin,BEKAD1,,
MX 14 /6 [TTO],slight anthocyanin,BEKAD1,,
MXC 67,intense anthocyanin,BEKAD1,,
NA 1,moderate anthocyanin,BEKAD1,,
NA 1 /19,slight anthocyanin,BEKAD1,,
NA 104,slight anthocyanin,BEKAD1,,
NA 106,intense anthocyanin,BEKAD1,,
NA 110,moderate anthocyanin,BEKAD1,,
NA 111,moderate anthocyanin,BEKAD1,,
NA 112,anthocyanin absent,BEKAD1,,
NA 113,slight anthocyanin,BEKAD1,,
NA 114,slight anthocyanin,BEKAD1,,
NA 118,moderate anthocyanin,BEKAD1,,
NA 119,moderate anthocyanin,BEKAD1,,
NA 12,moderate anthocyanin,BEKAD1,,
NA 120,intense anthocyanin,BEKAD1,,
NA 127,slight anthocyanin,BEKAD1,,
NA 129,intense anthocyanin,BEKAD1,,
NA 13,anthocyanin absent,BEKAD1,,
NA 137,slight anthocyanin,BEKAD1,,
NA 14,slight anthocyanin,BEKAD1,,
NA 140,moderate anthocyanin,BEKAD1,,
NA 141,slight anthocyanin,BEKAD1,,
NA 142,intense anthocyanin,BEKAD1,,
NA 144,slight anthocyanin,BEKAD1,,
NA 145,slight anthocyanin,BEKAD1,,
NA 149,slight anthocyanin,BEKAD1,,
NA 151,intense anthocyanin,BEKAD1,,
NA 154,anthocyanin absent,BEKAD1,,
NA 155,slight anthocyanin,BEKAD1,,
NA 156,intense anthocyanin,BEKAD1,,
NA 157,moderate anthocyanin,BEKAD1,,
NA 159,slight anthocyanin,BEKAD1,,
NA 16,slight anthocyanin,BEKAD1,,
NA 168,slight anthocyanin,BEKAD1,,
NA 170,slight anthocyanin,BEKAD1,,
NA 176,slight anthocyanin,BEKAD1,,
NA 178,slight anthocyanin,BEKAD1,,
NA 179,slight anthocyanin,BEKAD1,,
NA 181,moderate anthocyanin,BEKAD1,,
NA 183,moderate anthocyanin,BEKAD1,,
NA 184,moderate anthocyanin,BEKAD1,,
NA 186,slight anthocyanin,BEKAD1,,
NA 187,slight anthocyanin,BEKAD1,,
NA 189,moderate anthocyanin,BEKAD1,,
NA 19,slight anthocyanin,BEKAD1,,
NA 191,slight anthocyanin,BEKAD1,,
NA 194,slight anthocyanin,BEKAD1,,
NA 20,intense anthocyanin,BEKAD1,,
NA 204,anthocyanin absent,BEKAD1,,
NA 206,slight anthocyanin,BEKAD1,,
NA 21,moderate anthocyanin,BEKAD1,,
NA 214,slight anthocyanin,BEKAD1,,
NA 217,slight anthocyanin,BEKAD1,,
NA 226,moderate anthocyanin,BEKAD1,,
NA 227,moderate anthocyanin,BEKAD1,,
NA 228,slight anthocyanin,BEKAD1,,
NA 229,moderate anthocyanin,BEKAD1,,
NA 230,anthocyanin absent,BEKAD1,,
NA 232,slight anthocyanin,BEKAD1,,
NA 235,slight anthocyanin,BEKAD1,,
NA 236,slight anthocyanin,BEKAD1,,
NA 241,slight anthocyanin,BEKAD1,,
NA 242,intense anthocyanin,BEKAD1,,
NA 244,slight anthocyanin,BEKAD1,,
NA 246,slight anthocyanin,BEKAD1,,
NA 251,slight anthocyanin,BEKAD1,,
NA 254,intense anthocyanin,BEKAD1,,
NA 256,moderate anthocyanin,BEKAD1,,
NA 26,moderate anthocyanin,BEKAD1,,
NA 260,intense anthocyanin,BEKAD1,,
NA 266,intense anthocyanin,BEKAD1,,
NA 268,slight anthocyanin,BEKAD1,,
NA 271,moderate anthocyanin,BEKAD1,,
NA 277,moderate anthocyanin,BEKAD1,,
NA 279,slight anthocyanin,BEKAD1,,
NA 280,intense anthocyanin,BEKAD1,,
NA 283,slight anthocyanin,BEKAD1,,
NA 286,slight anthocyanin,BEKAD1,,
NA 289,moderate anthocyanin,BEKAD1,,
NA 3,intense anthocyanin,BEKAD1,,
NA 30,intense anthocyanin,BEKAD1,,
NA 300,slight anthocyanin,BEKAD1,,
NA 311,moderate anthocyanin,BEKAD1,,
NA 312,moderate anthocyanin,BEKAD1,,
NA 319,moderate anthocyanin,BEKAD1,,
NA 32,moderate anthocyanin,BEKAD1,,
NA 320,moderate anthocyanin,BEKAD1,,
NA 322,intense anthocyanin,BEKAD1,,
NA 326,moderate anthocyanin,BEKAD1,,
NA 327,intense anthocyanin,BEKAD1,,
NA 329,intense anthocyanin,BEKAD1,,
NA 33,intense anthocyanin,BEKAD1,,
NA 331,slight anthocyanin,BEKAD1,,
NA 335,slight anthocyanin,BEKAD1,,
NA 337,slight anthocyanin,BEKAD1,,
NA 339,intense anthocyanin,BEKAD1,,
NA 34,slight anthocyanin,BEKAD1,,
NA 342,slight anthocyanin,BEKAD1,,
NA 358,slight anthocyanin,BEKAD1,,
NA 359,slight anthocyanin,BEKAD1,,
NA 368,intense anthocyanin,BEKAD1,,
NA 370,moderate anthocyanin,BEKAD1,,
NA 371,slight anthocyanin,BEKAD1,,
NA 372,moderate anthocyanin,BEKAD1,,
NA 387,moderate anthocyanin,BEKAD1,,
NA 39,slight anthocyanin,BEKAD1,,
NA 395,moderate anthocyanin,BEKAD1,,
NA 399,slight anthocyanin,BEKAD1,,
NA 40,anthocyanin absent,BEKAD1,,
NA 406,moderate anthocyanin,BEKAD1,,
NA 409,moderate anthocyanin,BEKAD1,,
NA 423,moderate anthocyanin,BEKAD1,,
NA 427,moderate anthocyanin,BEKAD1,,
NA 43,moderate anthocyanin,BEKAD1,,
NA 432,moderate anthocyanin,BEKAD1,,
NA 435,moderate anthocyanin,BEKAD1,,
NA 444,moderate anthocyanin,BEKAD1,,
NA 45,moderate anthocyanin,BEKAD1,,
NA 46,moderate anthocyanin,BEKAD1,,
NA 462,slight anthocyanin,BEKAD1,,
NA 47,moderate anthocyanin,BEKAD1,,
NA 471,intense anthocyanin,BEKAD1,,
NA 475,slight anthocyanin,BEKAD1,,
NA 479,moderate anthocyanin,BEKAD1,,
NA 48,intense anthocyanin,BEKAD1,,
NA 49,intense anthocyanin,BEKAD1,,
NA 502,slight anthocyanin,BEKAD1,,
NA 504,moderate anthocyanin,BEKAD1,,
NA 507,slight anthocyanin,BEKAD1,,
NA 519,slight anthocyanin,BEKAD1,,
NA 528,slight anthocyanin,BEKAD1,,
NA 534,moderate anthocyanin,BEKAD1,,
NA 540,slight anthocyanin,BEKAD1,,
NA 58,slight anthocyanin,BEKAD1,,
NA 61,slight anthocyanin,BEKAD1,,
NA 62,slight anthocyanin,BEKAD1,,
NA 66,moderate anthocyanin,BEKAD1,,
NA 669,slight anthocyanin,BEKAD1,,
NA 670,moderate anthocyanin,BEKAD1,,
NA 672,slight anthocyanin,BEKAD1,,
NA 673,slight anthocyanin,BEKAD1,,
NA 674,intense anthocyanin,BEKAD1,,
NA 675,slight anthocyanin,BEKAD1,,
NA 678,moderate anthocyanin,BEKAD1,,
NA 68,intense anthocyanin,BEKAD1,,
NA 680,slight anthocyanin,BEKAD1,,
NA 681,slight anthocyanin,BEKAD1,,
NA 685,slight anthocyanin,BEKAD1,,
NA 686,moderate anthocyanin,BEKAD1,,
NA 687,intense anthocyanin,BEKAD1,,
NA 689,moderate anthocyanin,BEKAD1,,
NA 69,moderate anthocyanin,BEKAD1,,
NA 691,intense anthocyanin,BEKAD1,,
NA 692,moderate anthocyanin,BEKAD1,,
NA 694,moderate anthocyanin,BEKAD1,,
NA 697,intense anthocyanin,BEKAD1,,
NA 70,anthocyanin absent,BEKAD1,,
NA 702,slight anthocyanin,BEKAD1,,
NA 705,moderate anthocyanin,BEKAD1,,
NA 706,slight anthocyanin,BEKAD1,,
NA 708,slight anthocyanin,BEKAD1,,
NA 71,moderate anthocyanin,BEKAD1,,
NA 710,intense anthocyanin,BEKAD1,,
NA 711,moderate anthocyanin,BEKAD1,,
NA 712,slight anthocyanin,BEKAD1,,
NA 713,slight anthocyanin,BEKAD1,,
NA 715,slight anthocyanin,BEKAD1,,
NA 717,slight anthocyanin,BEKAD1,,
NA 718,moderate anthocyanin,BEKAD1,,
NA 719,moderate anthocyanin,BEKAD1,,
NA 720,moderate anthocyanin,BEKAD1,,
NA 721,slight anthocyanin,BEKAD1,,
NA 724,moderate anthocyanin,BEKAD1,,
NA 725,slight anthocyanin,BEKAD1,,
NA 726,moderate anthocyanin,BEKAD1,,
NA 728,slight anthocyanin,BEKAD1,,
NA 730,slight anthocyanin,BEKAD1,,
NA 732,anthocyanin absent,BEKAD1,,
NA 733,slight anthocyanin,BEKAD1,,
NA 734,moderate anthocyanin,BEKAD1,,
NA 738,moderate anthocyanin,BEKAD1,,
NA 739,moderate anthocyanin,BEKAD1,,
NA 74,intense anthocyanin,BEKAD1,,
NA 746,moderate anthocyanin,BEKAD1,,
NA 747,intense anthocyanin,BEKAD1,,
NA 750,moderate anthocyanin,BEKAD1,,
NA 753,moderate anthocyanin,BEKAD1,,
NA 756,moderate anthocyanin,BEKAD1,,
NA 758,moderate anthocyanin,BEKAD1,,
NA 759,moderate anthocyanin,BEKAD1,,
NA 763,intense anthocyanin,BEKAD1,,
NA 764,intense anthocyanin,BEKAD1,,
NA 766,slight anthocyanin,BEKAD1,,
NA 770,intense anthocyanin,BEKAD1,,
NA 771,slight anthocyanin,BEKAD1,,
NA 773,moderate anthocyanin,BEKAD1,,
NA 780,slight anthocyanin,BEKAD1,,
NA 782,intense anthocyanin,BEKAD1,,
NA 79,moderate anthocyanin,BEKAD1,,
NA 794,anthocyanin absent,BEKAD1,,
NA 796,slight anthocyanin,BEKAD1,,
NA 8,slight anthocyanin,BEKAD1,,
NA 802,anthocyanin absent,BEKAD1,,
NA 804,moderate anthocyanin,BEKAD1,,
NA 807,moderate anthocyanin,BEKAD1,,
NA 81,moderate anthocyanin,BEKAD1,,
NA 824,slight anthocyanin,BEKAD1,,
NA 831,slight anthocyanin,BEKAD1,,
NA 833,slight anthocyanin,BEKAD1,,
NA 835,intense anthocyanin,BEKAD1,,
NA 84,slight anthocyanin,BEKAD1,,
NA 841,slight anthocyanin,BEKAD1,,
NA 847,slight anthocyanin,BEKAD1,,
NA 851,slight anthocyanin,BEKAD1,,
NA 86,slight anthocyanin,BEKAD1,,
NA 860,moderate anthocyanin,BEKAD1,,
NA 867,slight anthocyanin,BEKAD1,,
NA 87,slight anthocyanin,BEKAD1,,
NA 876,moderate anthocyanin,BEKAD1,,
NA 877,moderate anthocyanin,BEKAD1,,
NA 888,slight anthocyanin,BEKAD1,,
NA 90,slight anthocyanin,BEKAD1,,
NA 904,intense anthocyanin,BEKAD1,,
NA 91 /6,slight anthocyanin,BEKAD1,,
NA 916,intense anthocyanin,BEKAD1,,
NA 92,slight anthocyanin,BEKAD1,,
NA 929,moderate anthocyanin,BEKAD1,,
NA 935,anthocyanin absent,BEKAD1,,
NA 937,intense anthocyanin,BEKAD1,,
NA 95,slight anthocyanin,BEKAD1,,
NA 961,moderate anthocyanin,BEKAD1,,
NA 98,moderate anthocyanin,BEKAD1,,
NAPO 2 [CHA],moderate anthocyanin,BEKAD1,,
NAPO 3 [CHA],intense anthocyanin,BEKAD1,,
NAPO 34 [CHA],intense anthocyanin,BEKAD1,,
NG 3,intense anthocyanin,BEKAD1,,
OC 61 [VEN],slight anthocyanin,BEKAD1,,
PA 1 [PER],intense anthocyanin,BEKAD1,,
PA 105 [PER],moderate anthocyanin,BEKAD1,,
PA 107 [PER],intense anthocyanin,BEKAD1,,
PA 109 [PER],intense anthocyanin,BEKAD1,,
PA 113 [PER],moderate anthocyanin,BEKAD1,,
PA 114 [PER],slight anthocyanin,BEKAD1,,
PA 115 [PER],slight anthocyanin,BEKAD1,,
PA 118 [PER],slight anthocyanin,BEKAD1,,
PA 12 [PER],intense anthocyanin,BEKAD1,,
PA 120 [PER],moderate anthocyanin,BEKAD1,,
PA 121 [PER],slight anthocyanin,BEKAD1,,
PA 123 [PER],slight anthocyanin,BEKAD1,,
PA 124 [PER],slight anthocyanin,BEKAD1,,
PA 125 [PER],slight anthocyanin,BEKAD1,,
PA 126 [PER],anthocyanin absent,BEKAD1,,
PA 128 [PER],intense anthocyanin,BEKAD1,,
PA 13 [PER],anthocyanin absent,BEKAD1,,
PA 132 [PER],slight anthocyanin,BEKAD1,,
PA 134 [PER],moderate anthocyanin,BEKAD1,,
PA 135 [PER],intense anthocyanin,BEKAD1,,
PA 136 [PER],slight anthocyanin,BEKAD1,,
PA 137 [PER],moderate anthocyanin,BEKAD1,,
PA 139 [PER],moderate anthocyanin,BEKAD1,,
PA 140 [PER],moderate anthocyanin,BEKAD1,,
PA 141 [PER],moderate anthocyanin,BEKAD1,,
PA 143 [PER],slight anthocyanin,BEKAD1,,
PA 149 [PER],moderate anthocyanin,BEKAD1,,
PA 15 [PER],anthocyanin absent,BEKAD1,,
PA 150 [PER],anthocyanin absent,BEKAD1,,
PA 151 [PER],slight anthocyanin,BEKAD1,,
PA 152 [PER],slight anthocyanin,BEKAD1,,
PA 156 [PER],moderate anthocyanin,BEKAD1,,
PA 157 [PER],moderate anthocyanin,BEKAD1,,
PA 16 [PER],moderate anthocyanin,BEKAD1,,
PA 165 [PER],moderate anthocyanin,BEKAD1,,
PA 167 [PER],intense anthocyanin,BEKAD1,,
PA 168 [PER],intense anthocyanin,BEKAD1,,
PA 169 [PER],slight anthocyanin,BEKAD1,,
PA 171 [PER],anthocyanin absent,BEKAD1,,
PA 173 [PER],slight anthocyanin,BEKAD1,,
PA 175 [PER],slight anthocyanin,BEKAD1,,
PA 176 [PER],moderate anthocyanin,BEKAD1,,
PA 179 [PER],moderate anthocyanin,BEKAD1,,
PA 18 [PER],slight anthocyanin,BEKAD1,,
PA 184 [PER],slight anthocyanin,BEKAD1,,
PA 185 [PER],anthocyanin absent,BEKAD1,,
PA 186 [PER],slight anthocyanin,BEKAD1,,
PA 187 [PER],slight anthocyanin,BEKAD1,,
PA 188 [PER],moderate anthocyanin,BEKAD1,,
PA 189 [PER],slight anthocyanin,BEKAD1,,
PA 191 [PER],slight anthocyanin,BEKAD1,,
PA 194 [PER],moderate anthocyanin,BEKAD1,,
PA 195 [PER],slight anthocyanin,BEKAD1,,
PA 196 [PER],slight anthocyanin,BEKAD1,,
PA 2 [PER],anthocyanin absent,BEKAD1,,
PA 2 /72 [PER],intense anthocyanin,BEKAD1,,
PA 20 [PER],slight anthocyanin,BEKAD1,,
PA 200 [PER],slight anthocyanin,BEKAD1,,
PA 202 [PER],moderate anthocyanin,BEKAD1,,
PA 203 [PER],moderate anthocyanin,BEKAD1,,
PA 205 [PER],slight anthocyanin,BEKAD1,,
PA 207 [PER],slight anthocyanin,BEKAD1,,
PA 211 [PER],slight anthocyanin,BEKAD1,,
PA 218 [PER],anthocyanin absent,BEKAD1,,
PA 24 [PER],moderate anthocyanin,BEKAD1,,
PA 246 [BRA],intense anthocyanin,BEKAD1,,
PA 27 [PER],slight anthocyanin,BEKAD1,,
PA 271 [PER],slight anthocyanin,BEKAD1,,
PA 272 [PER],intense anthocyanin,BEKAD1,,
PA 275 [PER],anthocyanin absent,BEKAD1,,
PA 279 [PER],moderate anthocyanin,BEKAD1,,
PA 288 [PER],moderate anthocyanin,BEKAD1,,
PA 289 [PER],slight anthocyanin,BEKAD1,,
PA 29 [PER],moderate anthocyanin,BEKAD1,,
PA 291 [PER],anthocyanin absent,BEKAD1,,
PA 293 [PER],slight anthocyanin,BEKAD1,,
PA 294 [PER],moderate anthocyanin,BEKAD1,,
PA 296 [PER],moderate anthocyanin,BEKAD1,,
PA 297 [PER],anthocyanin absent,BEKAD1,,
PA 299 [PER],moderate anthocyanin,BEKAD1,,
PA 3 [PER],moderate anthocyanin,BEKAD1,,
PA 3 /10 [PER],intense anthocyanin,BEKAD1,,
PA 30 [PER],anthocyanin absent,BEKAD1,,
PA 300 [PER],slight anthocyanin,BEKAD1,,
PA 301 [PER],moderate anthocyanin,BEKAD1,,
PA 303 [PER],anthocyanin absent,BEKAD1,,
PA 306 [PER],moderate anthocyanin,BEKAD1,,
PA 310 [PER],slight anthocyanin,BEKAD1,,
PA 312 [PER],moderate anthocyanin,BEKAD1,,
PA 32 [PER],intense anthocyanin,BEKAD1,,
PA 34 [PER],moderate anthocyanin,BEKAD1,,
PA 345 [PER],moderate anthocyanin,BEKAD1,,
PA 35 [PER],intense anthocyanin,BEKAD1,,
PA 37 [PER],anthocyanin absent,BEKAD1,,
PA 39 [PER],moderate anthocyanin,BEKAD1,,
PA 4 [PER],moderate anthocyanin,BEKAD1,,
PA 41 [PER],moderate anthocyanin,BEKAD1,,
PA 44 [PER],anthocyanin absent,BEKAD1,,
PA 45 [PER],intense anthocyanin,BEKAD1,,
PA 46 [PER],moderate anthocyanin,BEKAD1,,
PA 48 [PER],slight anthocyanin,BEKAD1,,
PA 49 [PER],moderate anthocyanin,BEKAD1,,
PA 5 [PER],slight anthocyanin,BEKAD1,,
PA 51 [PER],anthocyanin absent,BEKAD1,,
PA 52 [PER],moderate anthocyanin,BEKAD1,,
PA 53 [PER],slight anthocyanin,BEKAD1,,
PA 56 [PER],slight anthocyanin,BEKAD1,,
PA 61 [PER],intense anthocyanin,BEKAD1,,
PA 63 [PER],slight anthocyanin,BEKAD1,,
PA 65 [PER],slight anthocyanin,BEKAD1,,
PA 66 [PER],moderate anthocyanin,BEKAD1,,
PA 67 [PER],slight anthocyanin,BEKAD1,,
PA 68 [PER],slight anthocyanin,BEKAD1,,
PA 7 [PER],moderate anthocyanin,BEKAD1,,
PA 70 [PER],slight anthocyanin,BEKAD1,,
PA 71 [PER],slight anthocyanin,BEKAD1,,
PA 72 [PER],anthocyanin absent,BEKAD1,,
PA 73 [PER],intense anthocyanin,BEKAD1,,
PA 81 [PER],slight anthocyanin,BEKAD1,,
PA 82 [PER],anthocyanin absent,BEKAD1,,
PA 84 [PER],anthocyanin absent,BEKAD1,,
PA 88 [PER],slight anthocyanin,BEKAD1,,
PA 90 [PER],intense anthocyanin,BEKAD1,,
PA 95 [PER],slight anthocyanin,BEKAD1,,
PA 98 [PER],moderate anthocyanin,BEKAD1,,
PENTAGONA 1 [CRI],slight anthocyanin,BEKAD1,,
PENTAGONA 2 [CRI],intense anthocyanin,BEKAD1,,
PH 1 /1 [BLZ],intense anthocyanin,BEKAD1,,
PH 1 /2 [BLZ],intense anthocyanin,BEKAD1,,
PH 1 /3 [BLZ],moderate anthocyanin,BEKAD1,,
PH 1 /5 [BLZ],intense anthocyanin,BEKAD1,,
PH 2 /1 [BLZ],moderate anthocyanin,BEKAD1,,
PH 2 /2 [BLZ],intense anthocyanin,BEKAD1,,
PH 2 /3 [BLZ],intense anthocyanin,BEKAD1,,
PH 2 /4 [BLZ],intense anthocyanin,BEKAD1,,
PH 2 /5 [BLZ],moderate anthocyanin,BEKAD1,,
PH 2 /8 [BLZ],intense anthocyanin,BEKAD1,,
PLAYA ALTA 2 [VEN],slight anthocyanin,BEKAD1,,
PMCT 93,moderate anthocyanin,BEKAD1,,
PNG 414,moderate anthocyanin,BEKAD1,,
POR 1 [TTO],slight anthocyanin,BEKAD1,,
POR 3 [TTO],moderate anthocyanin,BEKAD1,,
POUND 1 /B,slight anthocyanin,BEKAD1,,
POUND 10 /B,moderate anthocyanin,BEKAD1,,
POUND 10 /C,anthocyanin absent,BEKAD1,,
POUND 12 /A,anthocyanin absent,BEKAD1,,
POUND 14 /B,anthocyanin absent,BEKAD1,,
POUND 15 /A,intense anthocyanin,BEKAD1,,
POUND 16 /A,moderate anthocyanin,BEKAD1,,
POUND 16 /B,anthocyanin absent,BEKAD1,,
POUND 17 /A,slight anthocyanin,BEKAD1,,
POUND 18,slight anthocyanin,BEKAD1,,
POUND 18 /A,anthocyanin absent,BEKAD1,,
POUND 19,moderate anthocyanin,BEKAD1,,
POUND 19 /A,intense anthocyanin,BEKAD1,,
POUND 2 /A,anthocyanin absent,BEKAD1,,
POUND 2 /B,slight anthocyanin,BEKAD1,,
POUND 25 /A,moderate anthocyanin,BEKAD1,,
POUND 25 /C,anthocyanin absent,BEKAD1,,
POUND 26 /C,moderate anthocyanin,BEKAD1,,
POUND 27 /C,intense anthocyanin,BEKAD1,,
POUND 31 /A,anthocyanin absent,BEKAD1,,
POUND 31 /C,slight anthocyanin,BEKAD1,,
POUND 32 /A,slight anthocyanin,BEKAD1,,
POUND 4 /A,slight anthocyanin,BEKAD1,,
POUND 5 /B,slight anthocyanin,BEKAD1,,
POUND 5 /C,slight anthocyanin,BEKAD1,,
POUND 7 /A,moderate anthocyanin,BEKAD1,,
POUND 7 /B,anthocyanin absent,BEKAD1,,
POUND 7 /C,slight anthocyanin,BEKAD1,,
POUND 8 /A,anthocyanin absent,BEKAD1,,
POUND 8 /C,intense anthocyanin,BEKAD1,,
POUND 9 /B,slight anthocyanin,BEKAD1,,
RB 29 [BRA],slight anthocyanin,BEKAD1,,
RB 33 /3 [BRA],intense anthocyanin,BEKAD1,,
RB 39 [BRA],moderate anthocyanin,BEKAD1,,
RB 46 [BRA],moderate anthocyanin,BEKAD1,,
RB 47 [BRA],moderate anthocyanin,BEKAD1,,
RB 49 [BRA],moderate anthocyanin,BEKAD1,,
REDAMEL 1 /27,intense anthocyanin,BEKAD1,,
REDAMEL 1 /30,moderate anthocyanin,BEKAD1,,
REDAMEL 1 /31,slight anthocyanin,BEKAD1,,
RIM 10 [MEX],moderate anthocyanin,BEKAD1,,
RIM 101 [MEX],moderate anthocyanin,BEKAD1,,
RIM 106 [MEX],slight anthocyanin,BEKAD1,,
RIM 113 [MEX],intense anthocyanin,BEKAD1,,
RIM 117 [MEX],intense anthocyanin,BEKAD1,,
RIM 12 [MEX],slight anthocyanin,BEKAD1,,
RIM 13 [MEX],moderate anthocyanin,BEKAD1,,
RIM 189 [MEX],slight anthocyanin,BEKAD1,,
RIM 19 [MEX],moderate anthocyanin,BEKAD1,,
RIM 2 [MEX],intense anthocyanin,BEKAD1,,
RIM 21 [MEX],slight anthocyanin,BEKAD1,,
RIM 22 [MEX],moderate anthocyanin,BEKAD1,,
RIM 23 [MEX],intense anthocyanin,BEKAD1,,
RIM 24 [MEX],intense anthocyanin,BEKAD1,,
RIM 39 [MEX],intense anthocyanin,BEKAD1,,
RIM 41 [MEX],slight anthocyanin,BEKAD1,,
RIM 48 [MEX],intense anthocyanin,BEKAD1,,
RIM 52 [MEX],moderate anthocyanin,BEKAD1,,
RIM 6 [MEX],moderate anthocyanin,BEKAD1,,
RIM 71 [MEX],slight anthocyanin,BEKAD1,,
RIM 75 [MEX],slight anthocyanin,BEKAD1,,
RIM 76 [MEX],moderate anthocyanin,BEKAD1,,
RIM 8 [MEX],slight anthocyanin,BEKAD1,,
RIM 9 [MEX],moderate anthocyanin,BEKAD1,,
SAN JUAN WSC,moderate anthocyanin,BEKAD1,,
SAN MIGUEL 3089 [CHA],moderate anthocyanin,BEKAD1,,
SAN MIGUEL 3160 [CHA],anthocyanin absent,BEKAD1,,
SAN MIGUEL 3160 [CHA],anthocyanin absent,BEKAD1,,
SAN MIGUEL 3161 [CHA],slight anthocyanin,BEKAD1,,
SAN MIGUEL 3161 /1 [CHA],intense anthocyanin,BEKAD1,,
SAN MIGUEL 3161 /2 [CHA],anthocyanin absent,BEKAD1,,
SAN MIGUEL 3161 /5 [CHA],intense anthocyanin,BEKAD1,,
SAN MIGUEL 3162 /2 [CHA],slight anthocyanin,BEKAD1,,
SAN MIGUEL 3360 /2 [CHA],intense anthocyanin,BEKAD1,,
SAN MIGUEL 3360 /3 [CHA],anthocyanin absent,BEKAD1,,
SC 1 [COL],intense anthocyanin,BEKAD1,,
SC 10 [COL],intense anthocyanin,BEKAD1,,
SC 11 [COL],moderate anthocyanin,BEKAD1,,
SC 12 [COL],anthocyanin absent,BEKAD1,,
SC 13 [COL],anthocyanin absent,BEKAD1,,
SC 15 [COL],moderate anthocyanin,BEKAD1,,
SC 17 [COL],moderate anthocyanin,BEKAD1,,
SC 2 [COL],moderate anthocyanin,BEKAD1,,
SC 20 [COL],moderate anthocyanin,BEKAD1,,
SC 3 [COL],moderate anthocyanin,BEKAD1,,
SC 4 [COL],moderate anthocyanin,BEKAD1,,
SC 5 [COL],moderate anthocyanin,BEKAD1,,
SC 6 [COL],intense anthocyanin,BEKAD1,,
SC 7 [COL],intense anthocyanin,BEKAD1,,
SC 8 [COL],intense anthocyanin,BEKAD1,,
SC 96 [COL],moderate anthocyanin,BEKAD1,,
SCA 10,anthocyanin absent,BEKAD1,,
SCA 11,slight anthocyanin,BEKAD1,,
SCA 12,slight anthocyanin,BEKAD1,,
SCA 16,slight anthocyanin,BEKAD1,,
SCA 19,slight anthocyanin,BEKAD1,,
SCA 20,slight anthocyanin,BEKAD1,,
SCA 23,moderate anthocyanin,BEKAD1,,
SCA 24,slight anthocyanin,BEKAD1,,
SCA 27,slight anthocyanin,BEKAD1,,
SCA 3,moderate anthocyanin,BEKAD1,,
SCA 5,slight anthocyanin,BEKAD1,,
SCA 6,moderate anthocyanin,BEKAD1,,
SCA 7,moderate anthocyanin,BEKAD1,,
SCA 8,moderate anthocyanin,BEKAD1,,
SCA 9,moderate anthocyanin,BEKAD1,,
SD 1 /6,slight anthocyanin,BEKAD1,,
SI 10 /1,moderate anthocyanin,BEKAD1,,
SI 12 /1,moderate anthocyanin,BEKAD1,,
SI 12 /4,moderate anthocyanin,BEKAD1,,
SI 14 /1,intense anthocyanin,BEKAD1,,
SI 17 /1,moderate anthocyanin,BEKAD1,,
SI 2 /2,moderate anthocyanin,BEKAD1,,
SI 22 /1,moderate anthocyanin,BEKAD1,,
SI 22 /3,moderate anthocyanin,BEKAD1,,
SI 3 /2,moderate anthocyanin,BEKAD1,,
SI 31 /2,intense anthocyanin,BEKAD1,,
SI 32 /1,intense anthocyanin,BEKAD1,,
SI 35 /2,slight anthocyanin,BEKAD1,,
SI 35 /3,moderate anthocyanin,BEKAD1,,
SI 36 /1,moderate anthocyanin,BEKAD1,,
SI 40 /3,moderate anthocyanin,BEKAD1,,
SI 40 /6,intense anthocyanin,BEKAD1,,
SI 40 /7,intense anthocyanin,BEKAD1,,
SI 41 /1,moderate anthocyanin,BEKAD1,,
SI 41 /5,intense anthocyanin,BEKAD1,,
SI 44 /1,slight anthocyanin,BEKAD1,,
SI 44 /2,moderate anthocyanin,BEKAD1,,
SI 44 /4,intense anthocyanin,BEKAD1,,
SI 45 /2,moderate anthocyanin,BEKAD1,,
SI 45 /3,moderate anthocyanin,BEKAD1,,
SI 46 /2,moderate anthocyanin,BEKAD1,,
SI 48 /3,moderate anthocyanin,BEKAD1,,
SI 48 /4,moderate anthocyanin,BEKAD1,,
SI 66 /1,moderate anthocyanin,BEKAD1,,
SI 90 /3,moderate anthocyanin,BEKAD1,,
SI 93 /1,moderate anthocyanin,BEKAD1,,
SI 94 /6,moderate anthocyanin,BEKAD1,,
SIAL 330,intense anthocyanin,BEKAD1,,
SIAL 339,anthocyanin absent,BEKAD1,,
SIAL 44,intense anthocyanin,BEKAD1,,
SIAL 93,moderate anthocyanin,BEKAD1,,
SIC 5,intense anthocyanin,BEKAD1,,
SILECIA 8 [ECU],moderate anthocyanin,BEKAD1,,
SJ 1 /1 [POU],anthocyanin absent,BEKAD1,,
SJ 1 /10 [POU],slight anthocyanin,BEKAD1,,
