Clone name,Self compatibility,Refcode,Bud colour,Ligule colour,Stamen colour,Guide line length,Sepal colour,Sepal width,Sepal length,Sepal length width,Ligule length,Ligule width,Ligule length width,Ribbon length,Ribbon colour,Ovary colour,Ovary width,Ovary length,Ovary length width,Ovule number,Style colour,Style length,Staminode colour,Staminode length,Pedicel length,Hairs,Pigmented glands,Horns,Pigmented spot,Notes,Stamen size,Sepal size,Ligule size,Pedicel size,Accession,Sepal orientation,Sepal shape,Ligule shape,Info,Petal length
CL 27 /79,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,7.49,,,2.44,,,,,,,,41.0,,2.13,,,,,,,,,,,,,,,,,,
CL 27 /96,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,7.44,,,2.43,,,,,,,,37.0,,2.13,,,,,,,,,,,,,,,,,,
CL 78 /2,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,9.06,,,2.61,,,,,,,,44.0,,2.86,,,,,,,,,,,,,,,,,,
CL 78 /3,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,7.98,,,2.56,,,,,,,,39.0,,2.25,,,,,,,,,,,,,,,,,,
CL 78 /7,,BEKAD1,,moderate anthocyanin,intense anthocyanin,,,-,7.33,,,2.8,,,,,,,,37.0,,2.1,,,,,,,,,,,,,,,,,,
CL 9 /11,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.89,,,2.99,,,,,,,,41.0,,2.62,,,,,,,,,,,,,,,,,,
CL 9 /12,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,8.12,,,2.61,,,,,,,,39.0,,2.21,,,,,,,,,,,,,,,,,,
CL 9 /13,,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,7.86,,,2.4,,,,,,,,41.0,,3.01,,,,,,,,,,,,,,,,,,
CL 9 /16,,BEKAD1,,anthocyanin absent,slight anthocyanin,,,-,9.01,,,2.91,,,,,,,,43.0,,1.97,,,,,,,,,,,,,,,,,,
CL 9 /19,,BEKAD1,,anthocyanin absent,moderate anthocyanin,,,-,7.58,,,2.5,,,,,,,,42.0,,1.92,,,,,,,,,,,,,,,,,,
CL 9 /4,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.87,,,2.44,,,,,,,,38.0,,2.58,,,,,,,,,,,,,,,,,,
CL 9 /51,,BEKAD1,,anthocyanin absent,slight anthocyanin,,,-,7.15,,,2.93,,,,,,,,45.0,,2.55,,,,,,,,,,,,,,,,,,
CL 9 /56,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.53,,,2.7,,,,,,,,42.0,,2.82,,,,,,,,,,,,,,,,,,
CL 9 /6,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.87,,,2.76,,,,,,,,39.0,,2.33,,,,,,,,,,,,,,,,,,
CL 9 /7,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.96,,,2.62,,,,,,,,42.0,,2.16,,,,,,,,,,,,,,,,,,
CL 91 /5,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.5,,,2.82,,,,,,,,48.0,,2.44,,,,,,,,,,,,,,,,,,
CL 91 /6,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,8.11,,,2.87,,,,,,,,42.0,,1.88,,,,,,,,,,,,,,,,,,
CL 91 /7,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,7.93,,,2.36,,,,,,,,44.0,,2.25,,,,,,,,,,,,,,,,,,
CLEM /S-62-1,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,9.64,,,2.83,,,,,,,,44.0,,2.93,,,,,,,,,,,,,,,,,,
CLM 100,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,7.72,,,2.51,,,,,,,,46.0,,2.79,,,,,,,,,,,,,,,,,,
CLM 101,,BEKAD1,,intense anthocyanin,moderate anthocyanin,,,-,9.33,,,3.03,,,,,,,,34.0,,2.17,,,,,,,,,,,,,,,,,,
CLM 107,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.91,,,2.34,,,,,,,,44.0,,2.11,,,,,,,,,,,,,,,,,,
CLM 11,,BEKAD1,,moderate anthocyanin,intense anthocyanin,,,-,7.65,,,2.79,,,,,,,,40.0,,2.71,,,,,,,,,,,,,,,,,,
CLM 111,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,9.78,,,2.67,,,,,,,,49.0,,2.63,,,,,,,,,,,,,,,,,,
CLM 114,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,8.73,,,2.81,,,,,,,,44.0,,2.8,,,,,,,,,,,,,,,,,,
CLM 116,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.96,,,2.9,,,,,,,,35.0,,3.13,,,,,,,,,,,,,,,,,,
CLM 122,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,8.42,,,2.3,,,,,,,,40.0,,2.17,,,,,,,,,,,,,,,,,,
CLM 19,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,8.9,,,2.75,,,,,,,,41.0,,3.17,,,,,,,,,,,,,,,,,,
CLM 3,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.36,,,2.37,,,,,,,,46.0,,2.22,,,,,,,,,,,,,,,,,,
CLM 35,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.86,,,2.65,,,,,,,,51.0,,2.56,,,,,,,,,,,,,,,,,,
CLM 41,,BEKAD1,,moderate anthocyanin,intense anthocyanin,,,-,7.94,,,2.3,,,,,,,,44.0,,2.78,,,,,,,,,,,,,,,,,,
CLM 43,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,7.79,,,2.51,,,,,,,,40.0,,2.21,,,,,,,,,,,,,,,,,,
CLM 49,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.32,,,2.33,,,,,,,,49.0,,2.14,,,,,,,,,,,,,,,,,,
CLM 56,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.13,,,2.75,,,,,,,,40.0,,2.62,,,,,,,,,,,,,,,,,,
CLM 59,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,7.13,,,2.21,,,,,,,,39.0,,2.16,,,,,,,,,,,,,,,,,,
CLM 6,,BEKAD1,,moderate anthocyanin,intense anthocyanin,,,-,6.7,,,2.85,,,,,,,,44.0,,2.38,,,,,,,,,,,,,,,,,,
CLM 60,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.03,,,2.57,,,,,,,,40.0,,2.85,,,,,,,,,,,,,,,,,,
CLM 64,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,7.71,,,1.5,,,,,,,,44.0,,1.98,,,,,,,,,,,,,,,,,,
CLM 70,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,8.42,,,2.76,,,,,,,,42.0,,2.64,,,,,,,,,,,,,,,,,,
CLM 78,,BEKAD1,,intense anthocyanin,intense anthocyanin,,,-,7.05,,,2.8,,,,,,,,45.0,,2.23,,,,,,,,,,,,,,,,,,
CLM 83,,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,7.88,,,2.74,,,,,,,,34.0,,2.08,,,,,,,,,,,,,,,,,,
CLM 86,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,8.18,,,2.33,,,,,,,,41.0,,2.36,,,,,,,,,,,,,,,,,,
CLM 88,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.81,,,2.49,,,,,,,,41.0,,2.08,,,,,,,,,,,,,,,,,,
CLM 90,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.84,,,2.16,,,,,,,,43.0,,2.04,,,,,,,,,,,,,,,,,,
CLM 91,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.75,,,2.16,,,,,,,,37.0,,2.07,,,,,,,,,,,,,,,,,,
CLM 96,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,8.81,,,2.65,,,,,,,,42.0,,2.83,,,,,,,,,,,,,,,,,,
CLM 97,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,8.26,,,2.63,,,,,,,,45.0,,3.38,,,,,,,,,,,,,,,,,,
CLM 99,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,8.47,,,2.22,,,,,,,,44.0,,1.8,,,,,,,,,,,,,,,,,,
COCA 3310 /3 [CHA],,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.27,,,2.38,,,,,,,,36.0,,1.72,,,,,,,,,,,,,,,,,,
COCA 3343 /2 [CHA],,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,8.41,,,3.18,,,,,,,,55.0,,2.57,,,,,,,,,,,,,,,,,,
COCA 3343 /7 [CHA],,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,6.51,,,2.31,,,,,,,,45.0,,2.15,,,,,,,,,,,,,,,,,,
COCA 3348 /44 [CHA],,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,6.48,,,2.43,,,,,,,,48.0,,1.73,,,,,,,,,,,,,,,,,,
COCA 3348 /52 [CHA],,BEKAD1,,moderate anthocyanin,anthocyanin absent,,,-,6.78,,,2.08,,,,,,,,46.0,,2.23,,,,,,,,,,,,,,,,,,
COCA 3370 /5 [CHA],,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,9.66,,,2.34,,,,,,,,36.0,,2.52,,,,,,,,,,,,,,,,,,
CRIOLLO 54 [CRI],,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,7.67,,,2.29,,,,,,,,38.0,,2.05,,,,,,,,,,,,,,,,,,
CRU 100,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,6.8,,,2.53,,,,,,,,44.0,,2.24,,,,,,,,,,,,,,,,,,
CRU 101,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,7.74,,,2.55,,,,,,,,46.0,,2.41,,,,,,,,,,,,,,,,,,
CRU 102,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.81,,,2.26,,,,,,,,43.0,,2.32,,,,,,,,,,,,,,,,,,
CRU 103,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,6.12,,,2.46,,,,,,,,48.0,,2.13,,,,,,,,,,,,,,,,,,
CRU 104,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,6.9,,,2.59,,,,,,,,42.0,,2.23,,,,,,,,,,,,,,,,,,
CRU 105,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,8.24,,,2.24,,,,,,,,39.0,,2.17,,,,,,,,,,,,,,,,,,
CRU 106,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,7.48,,,1.79,,,,,,,,40.0,,1.83,,,,,,,,,,,,,,,,,,
CRU 107,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.71,,,2.1,,,,,,,,45.0,,1.99,,,,,,,,,,,,,,,,,,
CRU 11,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.03,,,2.13,,,,,,,,52.0,,1.98,,,,,,,,,,,,,,,,,,
CRU 111,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.33,,,2.36,,,,,,,,42.0,,2.25,,,,,,,,,,,,,,,,,,
CRU 112,,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,7.67,,,2.39,,,,,,,,43.0,,2.64,,,,,,,,,,,,,,,,,,
CRU 113,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.95,,,2.46,,,,,,,,44.0,,2.58,,,,,,,,,,,,,,,,,,
CRU 116,,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,7.71,,,1.75,,,,,,,,45.0,,1.99,,,,,,,,,,,,,,,,,,
CRU 119,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.68,,,2.29,,,,,,,,43.0,,2.6,,,,,,,,,,,,,,,,,,
CRU 12,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.68,,,2.11,,,,,,,,40.0,,2.61,,,,,,,,,,,,,,,,,,
CRU 120,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,9.31,,,2.81,,,,,,,,43.0,,2.36,,,,,,,,,,,,,,,,,,
CRU 122,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,8.66,,,2.14,,,,,,,,42.0,,2.06,,,,,,,,,,,,,,,,,,
CRU 123,,BEKAD1,,moderate anthocyanin,anthocyanin absent,,,-,6.72,,,2.17,,,,,,,,41.0,,2.08,,,,,,,,,,,,,,,,,,
CRU 124,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.89,,,2.97,,,,,,,,39.0,,2.2,,,,,,,,,,,,,,,,,,
CRU 126,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,9.22,,,2.17,,,,,,,,43.0,,2.15,,,,,,,,,,,,,,,,,,
CRU 127,,BEKAD1,,anthocyanin absent,moderate anthocyanin,,,-,7.19,,,2.13,,,,,,,,53.0,,2.3,,,,,,,,,,,,,,,,,,
CRU 128,,BEKAD1,,intense anthocyanin,moderate anthocyanin,,,-,7.26,,,1.91,,,,,,,,47.0,,2.17,,,,,,,,,,,,,,,,,,
CRU 129,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,8.68,,,2.16,,,,,,,,47.0,,2.15,,,,,,,,,,,,,,,,,,
CRU 13,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,7.64,,,2.34,,,,,,,,58.0,,2.41,,,,,,,,,,,,,,,,,,
CRU 131,,BEKAD1,,anthocyanin absent,slight anthocyanin,,,-,8.57,,,3.05,,,,,,,,41.0,,2.67,,,,,,,,,,,,,,,,,,
CRU 132,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.56,,,2.66,,,,,,,,50.0,,2.36,,,,,,,,,,,,,,,,,,
CRU 133,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.61,,,2.39,,,,,,,,53.0,,2.43,,,,,,,,,,,,,,,,,,
CRU 135,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,7.07,,,2.41,,,,,,,,56.0,,2.78,,,,,,,,,,,,,,,,,,
CRU 136,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.57,,,2.43,,,,,,,,42.0,,2.44,,,,,,,,,,,,,,,,,,
CRU 137,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,8.24,,,2.46,,,,,,,,45.0,,2.37,,,,,,,,,,,,,,,,,,
CRU 138,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,7.27,,,2.88,,,,,,,,47.0,,2.39,,,,,,,,,,,,,,,,,,
CRU 142,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,7.23,,,2.09,,,,,,,,45.0,,2.11,,,,,,,,,,,,,,,,,,
CRU 147,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.73,,,2.19,,,,,,,,43.0,,2.34,,,,,,,,,,,,,,,,,,
CRU 153,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.4,,,2.29,,,,,,,,45.0,,2.19,,,,,,,,,,,,,,,,,,
CRU 154,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.28,,,2.14,,,,,,,,45.0,,2.34,,,,,,,,,,,,,,,,,,
CRU 18,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,2.30,7.08,,,2.27,,,,,,,,49.0,,2.56,,,,,,,,,,,,,,,,,,
CRU 19,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,7.4,,,2.49,,,,,,,,45.0,,2.51,,,,,,,,,,,,,,,,,,
CRU 21,,BEKAD1,,intense anthocyanin,intense anthocyanin,,,-,7.33,,,2.68,,,,,,,,55.0,,2.44,,,,,,,,,,,,,,,,,,
CRU 263,,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,8.51,,,2.19,,,,,,,,35.0,,2.41,,,,,,,,,,,,,,,,,,
CRU 27,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,7.66,,,2.25,,,,,,,,46.0,,2.61,,,,,,,,,,,,,,,,,,
CRU 271 (MIS_TTO005_ICS 55),,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.58,,,2.59,,,,,,,,47.0,,1.95,,,,,,,,,,,,,,,,,,
CRU 28,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.24,,,2.62,,,,,,,,47.0,,2.38,,,,,,,,,,,,,,,,,,
CRU 34,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,9.95,,,2.37,,,,,,,,47.0,,1.69,,,,,,,,,,,,,,,,,,
CRU 35,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.91,,,2.0,,,,,,,,41.0,,2.07,,,,,,,,,,,,,,,,,,
CRU 37,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.07,,,2.35,,,,,,,,47.0,,2.23,,,,,,,,,,,,,,,,,,
CRU 38,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.35,,,2.71,,,,,,,,50.0,,2.19,,,,,,,,,,,,,,,,,,
CRU 40,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.15,,,2.46,,,,,,,,49.0,,2.18,,,,,,,,,,,,,,,,,,
CRU 47,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.47,,,1.91,,,,,,,,43.0,,1.92,,,,,,,,,,,,,,,,,,
CRU 4A/11,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,9.64,,,2.3,,,,,,,,44.0,,2.33,,,,,,,,,,,,,,,,,,
CRU 4A/4,,BEKAD1,,anthocyanin absent,slight anthocyanin,,,-,8.39,,,2.68,,,,,,,,44.0,,3.04,,,,,,,,,,,,,,,,,,
CRU 4A/8,,BEKAD1,,anthocyanin absent,moderate anthocyanin,,,-,7.3,,,2.62,,,,,,,,48.0,,2.7,,,,,,,,,,,,,,,,,,
CRU 4A/9,,BEKAD1,,intense anthocyanin,intense anthocyanin,,,-,7.48,,,2.98,,,,,,,,41.0,,2.44,,,,,,,,,,,,,,,,,,
CRU 5,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,6.84,,,2.19,,,,,,,,42.0,,1.9,,,,,,,,,,,,,,,,,,
CRU 51,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.0,,,2.37,,,,,,,,41.0,,2.38,,,,,,,,,,,,,,,,,,
CRU 56,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,8.0,,,1.96,,,,,,,,45.0,,2.24,,,,,,,,,,,,,,,,,,
CRU 57,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,8.35,,,2.83,,,,,,,,52.0,,2.74,,,,,,,,,,,,,,,,,,
CRU 59,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.8,,,2.2,,,,,,,,53.0,,2.12,,,,,,,,,,,,,,,,,,
CRU 5A /1,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,8.43,,,2.35,,,,,,,,39.0,,2.28,,,,,,,,,,,,,,,,,,
CRU 5A /2,,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,7.84,,,2.24,,,,,,,,38.0,,2.29,,,,,,,,,,,,,,,,,,
CRU 5A /3,,BEKAD1,,anthocyanin absent,slight anthocyanin,,,-,8.21,,,2.66,,,,,,,,47.0,,2.95,,,,,,,,,,,,,,,,,,
CRU 5A /4,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.4,,,2.68,,,,,,,,45.0,,2.8,,,,,,,,,,,,,,,,,,
CRU 5A /5,,BEKAD1,,intense anthocyanin,intense anthocyanin,,,-,5.71,,,2.37,,,,,,,,46.0,,1.97,,,,,,,,,,,,,,,,,,
CRU 5A /6,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,7.29,,,2.49,,,,,,,,32.0,,2.54,,,,,,,,,,,,,,,,,,
CRU 5B /10,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,9.05,,,2.44,,,,,,,,48.0,,2.7,,,,,,,,,,,,,,,,,,
CRU 5B /11,,BEKAD1,,anthocyanin absent,moderate anthocyanin,,,2.08,7.56,,,1.98,,,,,,,,34.0,,2.64,,,,,,,,,,,,,,,,,,
CRU 5B /12,,BEKAD1,,anthocyanin absent,intense anthocyanin,,,-,7.39,,,2.5,,,,,,,,48.0,,2.34,,,,,,,,,,,,,,,,,,
CRU 5B /14,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,7.85,,,2.28,,,,,,,,35.0,,2.04,,,,,,,,,,,,,,,,,,
CRU 5B /16,,BEKAD1,,anthocyanin absent,intense anthocyanin,,,-,9.21,,,2.52,,,,,,,,44.0,,2.79,,,,,,,,,,,,,,,,,,
CRU 5B /17,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,8.56,,,2.51,,,,,,,,42.0,,2.92,,,,,,,,,,,,,,,,,,
CRU 5B /18,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,7.09,,,2.13,,,,,,,,42.0,,2.29,,,,,,,,,,,,,,,,,,
CRU 5B /19,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,8.13,,,2.46,,,,,,,,43.0,,2.84,,,,,,,,,,,,,,,,,,
CRU 5B /2,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.82,,,2.55,,,,,,,,43.0,,2.41,,,,,,,,,,,,,,,,,,
CRU 5B /21,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,8.18,,,3.08,,,,,,,,57.0,,2.66,,,,,,,,,,,,,,,,,,
CRU 5B /22,,BEKAD1,,anthocyanin absent,slight anthocyanin,,,-,7.21,,,2.48,,,,,,,,42.0,,2.46,,,,,,,,,,,,,,,,,,
CRU 5B /23,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,8.7,,,2.52,,,,,,,,42.0,,2.46,,,,,,,,,,,,,,,,,,
CRU 5B /24,,BEKAD1,,slight anthocyanin,intense anthocyanin,,,-,9.37,,,2.53,,,,,,,,40.0,,2.87,,,,,,,,,,,,,,,,,,
CRU 5B /25,,BEKAD1,,anthocyanin absent,moderate anthocyanin,,,-,7.69,,,2.59,,,,,,,,48.0,,2.93,,,,,,,,,,,,,,,,,,
CRU 5B /3,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.63,,,2.74,,,,,,,,47.0,,3.04,,,,,,,,,,,,,,,,,,
CRU 5B /4,,BEKAD1,,intense anthocyanin,slight anthocyanin,,,-,7.75,,,2.19,,,,,,,,40.0,,2.24,,,,,,,,,,,,,,,,,,
CRU 5B /5,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,6.99,,,2.48,,,,,,,,41.0,,2.39,,,,,,,,,,,,,,,,,,
CRU 5B /7,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,8.3,,,2.08,,,,,,,,44.0,,2.35,,,,,,,,,,,,,,,,,,
CRU 5B /8,,BEKAD1,,anthocyanin absent,intense anthocyanin,,,-,7.73,,,2.29,,,,,,,,38.0,,2.53,,,,,,,,,,,,,,,,,,
CRU 5B /9,,BEKAD1,,intense anthocyanin,intense anthocyanin,,,-,7.31,,,2.37,,,,,,,,37.0,,1.94,,,,,,,,,,,,,,,,,,
CRU 63,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,7.5,,,2.42,,,,,,,,46.0,,2.52,,,,,,,,,,,,,,,,,,
CRU 64,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,6.51,,,2.59,,,,,,,,44.0,,2.13,,,,,,,,,,,,,,,,,,
CRU 69,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.32,,,2.48,,,,,,,,41.0,,1.87,,,,,,,,,,,,,,,,,,
CRU 6 /B-2,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,6.99,,,1.7,,,,,,,,44.0,,1.59,,,,,,,,,,,,,,,,,,
CRU 7,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,8.24,,,2.32,,,,,,,,49.0,,1.83,,,,,,,,,,,,,,,,,,
CRU 70,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,6.52,,,2.18,,,,,,,,44.0,,1.91,,,,,,,,,,,,,,,,,,
CRU 72,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,6.84,,,2.33,,,,,,,,53.0,,2.12,,,,,,,,,,,,,,,,,,
CRU 73,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,6.79,,,2.54,,,,,,,,52.0,,2.02,,,,,,,,,,,,,,,,,,
CRU 74,,BEKAD1,,intense anthocyanin,moderate anthocyanin,,,-,7.91,,,2.52,,,,,,,,45.0,,2.6,,,,,,,,,,,,,,,,,,
CRU 77,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,6.64,,,2.05,,,,,,,,44.0,,2.17,,,,,,,,,,,,,,,,,,
CRU 78,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,6.23,,,2.14,,,,,,,,49.0,,1.88,,,,,,,,,,,,,,,,,,
CRU 80,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,6.53,,,2.2,,,,,,,,46.0,,2.12,,,,,,,,,,,,,,,,,,
CRU 81,,BEKAD1,,slight anthocyanin,anthocyanin absent,,,-,7.4,,,1.94,,,,,,,,40.0,,1.96,,,,,,,,,,,,,,,,,,
CRU 83,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,7.02,,,2.39,,,,,,,,53.0,,2.26,,,,,,,,,,,,,,,,,,
CRU 86,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,6.25,,,2.26,,,,,,,,45.0,,2.15,,,,,,,,,,,,,,,,,,
CRU 87,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.73,,,2.19,,,,,,,,49.0,,1.72,,,,,,,,,,,,,,,,,,
CRU 89,,BEKAD1,,slight anthocyanin,slight anthocyanin,,,-,8.63,,,2.52,,,,,,,,46.0,,2.59,,,,,,,,,,,,,,,,,,
CRU 90,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,6.63,,,2.53,,,,,,,,55.0,,2.23,,,,,,,,,,,,,,,,,,
CRU 91,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,7.93,,,2.31,,,,,,,,49.0,,2.12,,,,,,,,,,,,,,,,,,
CRU 95,,BEKAD1,,slight anthocyanin,moderate anthocyanin,,,-,7.53,,,2.26,,,,,,,,45.0,,2.07,,,,,,,,,,,,,,,,,,
CRU 96,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,8.9,,,2.81,,,,,,,,42.0,,2.82,,,,,,,,,,,,,,,,,,
CRU 97,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,6.84,,,2.2,,,,,,,,53.0,,2.07,,,,,,,,,,,,,,,,,,
CRU 98,,BEKAD1,,moderate anthocyanin,moderate anthocyanin,,,-,6.68,,,2.0,,,,,,,,54.0,,1.92,,,,,,,,,,,,,,,,,,
CRU 99,,BEKAD1,,intense anthocyanin,moderate anthocyanin,,,-,6.36,,,2.29,,,,,,,,44.0,,2.01,,,,,,,,,,,,,,,,,,
CRU C11 /2,,BEKAD1,,anthocyanin absent,anthocyanin absent,,,-,7.9,,,2.52,,,,,,,,49.0,,2.55,,,,,,,,,,,,,,,,,,
CRU C11 /3,,BEKAD1,,anthocyanin absent,slight anthocyanin,,,-,6.75,,,2.15,,,,,,,,51.0,,2.09,,,,,,,,,,,,,,,,,,
CRU C12 /1,,BEKAD1,,moderate anthocyanin,slight anthocyanin,,,-,6.54,,,2.0,,,,,,,,50.0,,2.0,,,,,,,,,,,,,,,,,,
