Clone name,Self compatibility,Refcode,Ligule colour,Stamen colour,Sepal length,Ligule width,Ovule number,Style length
SPEC 41 /6-29,,BEKAD1,moderate anthocyanin,moderate anthocyanin,6.75,2.6,52.0,2.47
SPEC 41 /6-37,,BEKAD1,intense anthocyanin,moderate anthocyanin,7.0,2.07,46.0,1.81
SPEC 54 /1,,BEKAD1,moderate anthocyanin,slight anthocyanin,6.75,1.98,49.0,2.26
SPEC 54 /2,,BEKAD1,moderate anthocyanin,slight anthocyanin,6.35,1.84,49.0,2.58
STAHEL,,BEKAD1,slight anthocyanin,anthocyanin absent,7.59,2.63,33.0,2.16
TAP 10 [CHA],,BEKAD1,anthocyanin absent,slight anthocyanin,7.64,2.33,46.0,2.23
TAP 12 [CHA],,BEKAD1,moderate anthocyanin,moderate anthocyanin,8.65,2.51,43.0,2.54
TAP 7 [CHA],,BEKAD1,moderate anthocyanin,intense anthocyanin,6.51,2.2,46.0,2.36
TRD 1,,BEKAD1,moderate anthocyanin,intense anthocyanin,7.02,2.39,40.0,2.03
TRD 109,,BEKAD1,slight anthocyanin,slight anthocyanin,8.69,2.79,43.0,2.24
TRD 110,,BEKAD1,slight anthocyanin,slight anthocyanin,8.67,2.56,38.0,2.0
TRD 111,,BEKAD1,slight anthocyanin,slight anthocyanin,7.71,2.53,38.0,1.88
TRD 112,,BEKAD1,anthocyanin absent,anthocyanin absent,8.4,3.05,35.0,2.52
TRD 113,,BEKAD1,intense anthocyanin,moderate anthocyanin,8.08,2.85,61.0,2.33
TRD 115,,BEKAD1,moderate anthocyanin,anthocyanin absent,8.62,2.42,45.0,2.27
TRD 116,,BEKAD1,intense anthocyanin,moderate anthocyanin,7.35,2.57,49.0,2.35
TRD 117,,BEKAD1,slight anthocyanin,anthocyanin absent,7.85,2.25,56.0,2.35
TRD 118,,BEKAD1,moderate anthocyanin,slight anthocyanin,8.21,2.63,39.0,1.9
TRD 119,,BEKAD1,moderate anthocyanin,anthocyanin absent,8.89,2.67,41.0,2.24
TRD 13,,BEKAD1,slight anthocyanin,slight anthocyanin,7.01,2.55,47.0,2.14
TRD 15,,BEKAD1,slight anthocyanin,anthocyanin absent,6.92,2.55,37.0,2.16
TRD 16,,BEKAD1,anthocyanin absent,anthocyanin absent,7.1,2.06,45.0,2.12
TRD 18,,BEKAD1,anthocyanin absent,anthocyanin absent,7.92,2.46,40.0,2.5
TRD 19,,BEKAD1,anthocyanin absent,anthocyanin absent,7.36,2.2,41.0,1.93
TRD 2,,BEKAD1,slight anthocyanin,slight anthocyanin,8.7,2.28,45.0,1.89
TRD 23,,BEKAD1,slight anthocyanin,slight anthocyanin,7.84,2.28,40.0,2.05
TRD 24,,BEKAD1,anthocyanin absent,anthocyanin absent,8.24,2.64,39.0,2.33
TRD 28,,BEKAD1,slight anthocyanin,slight anthocyanin,6.56,2.51,44.0,2.6
TRD 29,,BEKAD1,slight anthocyanin,anthocyanin absent,6.6,2.17,41.0,2.08
TRD 3,,BEKAD1,moderate anthocyanin,slight anthocyanin,8.16,2.53,35.0,2.26
TRD 30,,BEKAD1,anthocyanin absent,anthocyanin absent,7.38,2.18,38.0,2.04
TRD 32,,BEKAD1,slight anthocyanin,intense anthocyanin,7.36,2.56,52.0,2.33
TRD 33,,BEKAD1,anthocyanin absent,anthocyanin absent,8.17,2.34,42.0,2.04
TRD 34,,BEKAD1,anthocyanin absent,slight anthocyanin,7.88,2.33,33.0,2.1
TRD 35,,BEKAD1,anthocyanin absent,anthocyanin absent,8.66,3.0,46.0,2.24
TRD 37,,BEKAD1,slight anthocyanin,slight anthocyanin,6.74,2.15,40.0,2.13
TRD 38,,BEKAD1,slight anthocyanin,slight anthocyanin,8.18,2.85,40.0,2.18
TRD 41,,BEKAD1,anthocyanin absent,anthocyanin absent,6.96,2.16,39.0,2.19
TRD 42,,BEKAD1,slight anthocyanin,anthocyanin absent,7.55,2.82,41.0,2.42
TRD 43,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.22,2.44,34.0,2.23
TRD 44,,BEKAD1,slight anthocyanin,slight anthocyanin,7.45,2.01,46.0,2.54
TRD 45,,BEKAD1,anthocyanin absent,anthocyanin absent,7.53,2.31,36.0,2.18
TRD 46,,BEKAD1,slight anthocyanin,anthocyanin absent,7.83,2.43,41.0,2.25
TRD 47,,BEKAD1,slight anthocyanin,slight anthocyanin,7.65,2.33,36.0,2.36
TRD 48,,BEKAD1,slight anthocyanin,anthocyanin absent,8.32,2.79,38.0,1.88
TRD 49,,BEKAD1,moderate anthocyanin,anthocyanin absent,7.68,2.5,39.0,1.96
TRD 5,,BEKAD1,moderate anthocyanin,anthocyanin absent,7.13,2.04,38.0,2.14
TRD 50,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.27,2.32,45.0,2.37
TRD 52,,BEKAD1,moderate anthocyanin,intense anthocyanin,8.73,2.33,39.0,2.15
TRD 58,,BEKAD1,slight anthocyanin,slight anthocyanin,7.75,2.02,41.0,2.15
TRD 6,,BEKAD1,anthocyanin absent,anthocyanin absent,7.31,2.1,45.0,2.28
TRD 60,,BEKAD1,moderate anthocyanin,slight anthocyanin,9.44,2.28,38.0,1.9
TRD 66,,BEKAD1,slight anthocyanin,slight anthocyanin,8.89,3.02,34.0,2.16
TRD 7,,BEKAD1,anthocyanin absent,slight anthocyanin,7.8,2.43,39.0,2.23
TRD 75,,BEKAD1,slight anthocyanin,anthocyanin absent,8.41,2.69,41.0,2.3
TRD 79,,BEKAD1,slight anthocyanin,anthocyanin absent,8.73,2.76,43.0,2.25
TRD 8,,BEKAD1,intense anthocyanin,moderate anthocyanin,8.33,1.98,38.0,2.06
TRD 81,,BEKAD1,slight anthocyanin,anthocyanin absent,7.24,2.71,43.0,2.46
TRD 85,,BEKAD1,moderate anthocyanin,slight anthocyanin,6.65,1.87,45.0,1.98
TRD 86,,BEKAD1,anthocyanin absent,slight anthocyanin,8.43,2.28,42.0,2.06
TRD 88,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.97,2.69,53.0,2.32
TRD 9,,BEKAD1,anthocyanin absent,slight anthocyanin,8.75,2.57,42.0,2.42
TRD 90,,BEKAD1,slight anthocyanin,anthocyanin absent,8.27,2.51,38.0,1.98
TRD 93,,BEKAD1,slight anthocyanin,slight anthocyanin,7.63,2.34,45.0,2.4
TRD 94,,BEKAD1,slight anthocyanin,moderate anthocyanin,7.58,2.54,54.0,2.33
TRD 95,,BEKAD1,slight anthocyanin,anthocyanin absent,7.5,2.59,46.0,2.41
TRD 99,,BEKAD1,slight anthocyanin,slight anthocyanin,8.33,2.42,48.0,2.49
UF 11,,BEKAD1,slight anthocyanin,anthocyanin absent,7.74,2.91,39.0,2.19
UF 12,,BEKAD1,slight anthocyanin,anthocyanin absent,7.83,2.95,35.0,2.24
UF 122,,BEKAD1,intense anthocyanin,intense anthocyanin,6.32,1.96,43.0,2.04
UF 168,,BEKAD1,slight anthocyanin,anthocyanin absent,7.35,2.8,38.0,1.93
UF 191,,BEKAD1,anthocyanin absent,anthocyanin absent,8.57,2.75,45.0,2.64
UF 221,,BEKAD1,slight anthocyanin,anthocyanin absent,6.46,2.01,38.0,1.66
UF 29,,BEKAD1,anthocyanin absent,slight anthocyanin,8.06,2.57,42.0,2.04
UF 38,,BEKAD1,anthocyanin absent,anthocyanin absent,7.76,2.48,41.0,2.41
UF 4,,BEKAD1,slight anthocyanin,moderate anthocyanin,8.89,2.69,46.0,2.47
UF 602,,BEKAD1,moderate anthocyanin,intense anthocyanin,7.69,2.14,39.0,1.91
UF 613,,BEKAD1,anthocyanin absent,anthocyanin absent,7.68,2.42,38.0,1.74
UF 654,,BEKAD1,slight anthocyanin,slight anthocyanin,7.69,2.47,48.0,2.33
UF 667,,BEKAD1,anthocyanin absent,anthocyanin absent,7.6,2.8,35.0,1.91
UF 668,,BEKAD1,slight anthocyanin,slight anthocyanin,8.4,2.89,33.0,2.11
UF 676,,BEKAD1,slight anthocyanin,anthocyanin absent,7.32,2.39,37.0,1.88
UF 677,,BEKAD1,anthocyanin absent,anthocyanin absent,6.99,2.44,34.0,1.62
UF 700,,BEKAD1,anthocyanin absent,anthocyanin absent,8.05,2.25,44.0,2.33
UF 709,,BEKAD1,anthocyanin absent,slight anthocyanin,7.57,2.03,41.0,2.12
VEN A 58 [ICT],,BEKAD1,moderate anthocyanin,slight anthocyanin,8.26,2.53,42.0,1.71
VEN B 47 [ICT],,BEKAD1,slight anthocyanin,intense anthocyanin,6.29,2.23,39.0,1.61
VEN B 56 [ICT],,BEKAD1,anthocyanin absent,anthocyanin absent,8.62,3.02,46.0,2.09
VEN B 66 [ICT],,BEKAD1,anthocyanin absent,slight anthocyanin,7.55,2.96,39.0,2.04
YAL 1 /S2,,BEKAD1,moderate anthocyanin,anthocyanin absent,7.69,2.65,37.0,2.5
YAL 5/T,,BEKAD1,slight anthocyanin,slight anthocyanin,6.75,2.22,36.0,2.27
YAL 6 /S3,,BEKAD1,slight anthocyanin,anthocyanin absent,6.83,2.25,39.0,2.32
YAL 6 /S4,,BEKAD1,moderate anthocyanin,moderate anthocyanin,6.87,1.91,38.0,2.24
APA 4,,ENG81A,intense anthocyanin (ap),slight anthocyanin,7.94,2.14,,2.27
APA 5,,ENG81A,intense anthocyanin (ap),anthocyanin absent,8.26,2.56,,2.3
BE 10,,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.7,2.1,,2.4
BS 2,,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.9,2.3,,1.9
C SUL 3,,ENG81A,intense anthocyanin (ap),anthocyanin absent,7.71,1.9,,2.06
C SUL 7,,ENG81A,intense anthocyanin (ap),anthocyanin absent,6.78,2.31,,2.84
CAS 1,,ENG81A,intense anthocyanin (ap),anthocyanin absent,7.82,2.12,,2.43
CAS 3,,ENG81A,very slight anthocyanin (ap),intense anthocyanin,9.38,2.42,,2.61
CATONGO,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.58,2.19,,2.46
CATONGO,,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.8,2.3,,2.4
CATONGO,,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.99,2.36,,2.12
CATONGO,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.32,2.63,,2.15
CC 10,self compatible,ENG81A,intense anthocyanin (ap),slight anthocyanin,9.07,2.88,,2.01
CC 100,,ENG81A,intense anthocyanin (ap),intense anthocyanin,11.13,2.39,,2.07
CC 102,,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.83,3.04,,1.86
CC 103,,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.65,3.49,,2.56
CC 106,,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.02,2.09,,1.98
CC 107,self compatible,ENG81A,slight anthocyanin (ap),intense anthocyanin,8.61,2.07,,1.78
CC 120,,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.22,2.26,,1.95
CC 121,self compatible,ENG81A,anthocyanin absent (ap),slight anthocyanin,9.2,1.9,,1.88
CC 124,,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.76,2.64,,2.12
CC 132,,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.56,2.31,,2.28
CC 137,self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.12,2.5,,1.97
CC 138,,ENG81A,intense anthocyanin (ap),anthocyanin absent,8.26,1.93,,1.69
CC 139,self compatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.8,2.0,,1.97
CC 143,self compatible,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.78,2.7,,1.88
CC 144,,ENG81A,slight anthocyanin (ap),anthocyanin absent,7.84,2.01,,1.99
CC 152,,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.29,2.64,,2.06
CC 169,,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.13,2.33,,2.02
CC 17,,ENG81A,intense anthocyanin (ap),slight anthocyanin,9.16,2.71,,2.04
CC 173,,ENG81A,intense anthocyanin (ap),intense anthocyanin,8.78,2.84,,2.35
CC 18,,ENG81A,anthocyanin absent (ap),slight anthocyanin,9.5,2.38,,2.13
CC 210,,ENG81A,slight anthocyanin (ap),intense anthocyanin,8.49,2.74,,2.54
CC 211,,ENG81A,slight anthocyanin (ap),intense anthocyanin,8.45,2.79,,2.22
CC 211,,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.8,2.38,,2.25
CC 212,,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.6,2.6,,2.6
CC 212,,ENG81A,very slight anthocyanin (ap),anthocyanin absent,8.66,2.48,,2.2
CC 213,,ENG81A,intense anthocyanin (ap),intense anthocyanin,8.56,2.08,,2.18
CC 213,,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.64,2.45,,2.27
CC 215,,ENG81A,slight anthocyanin (ap),anthocyanin absent,7.34,2.35,,2.35
CC 224,,ENG81A,intense anthocyanin (ap),anthocyanin absent,8.84,2.89,,2.44
CC 225,,ENG81A,intense anthocyanin (ap),anthocyanin absent,8.82,2.93,,2.75
CC 226,,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.87,2.93,,2.37
CC 228,,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.03,2.59,,2.22
CC 231,,ENG81A,intense anthocyanin (ap),anthocyanin absent,8.42,2.65,,2.45
CC 232,,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.71,3.5,,2.36
CC 234,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.46,3.09,,2.51
CC 235,,ENG81A,intense anthocyanin (ap),anthocyanin absent,7.5,2.25,,2.42
CC 236,,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.73,2.87,,2.34
CC 240,,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.74,2.45,,2.03
CC 241,,ENG81A,negligible anthocyanin (ap),anthocyanin absent,7.24,2.28,,2.35
CC 244,,ENG81A,intense anthocyanin (ap),anthocyanin absent,8.43,3.11,,2.19
CC 245,,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.32,2.53,,2.43
CC 249,,ENG81A,slight anthocyanin (ap),anthocyanin absent,7.25,2.17,,2.13
CC 251,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.01,2.42,,2.59
CC 253,,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.84,2.71,,2.23
CC 254,,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.42,2.71,,2.12
CC 256,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.18,2.47,,2.46
CC 257,,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.81,2.67,,2.41
CC 258,,ENG81A,very slight anthocyanin (ap),slight anthocyanin,10.2,3.0,,2.5
CC 259,,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.2,2.8,,2.1
CC 260,,ENG81A,anthocyanin absent (ap),intense anthocyanin,9.6,3.0,,2.2
CC 261,,ENG81A,slight anthocyanin (ap),intense anthocyanin,8.78,2.64,,2.15
CC 262,,ENG81A,very slight anthocyanin (ap),intense anthocyanin,9.9,3.1,,2.1
CC 263,,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.4,2.6,,2.2
CC 265,,ENG81A,intense anthocyanin (ap),slight anthocyanin,9.09,2.9,,2.39
CC 27,,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.71,3.15,,1.94
CC 34,,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.05,2.63,,2.44
CC 35,,ENG81A,intense anthocyanin (ap),slight anthocyanin,10.25,2.4,,2.08
CC 37,,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.1,2.3,,1.9
CC 38,self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.3,2.0,,2.1
CC 39,self compatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.89,2.89,,2.26
CC 40,self incompatible,ENG81A,anthocyanin absent (ap),slight anthocyanin,8.0,2.07,,2.23
CC 41,self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.35,2.09,,2.01
CC 42,,ENG81A,negligible anthocyanin (ap),negligible anthocyanin,9.01,2.3,,2.3
CC 43,,ENG81A,intense anthocyanin (ap),anthocyanin absent,9.16,2.58,,2.5
CC 44,self compatible,ENG81A,intense anthocyanin (ap),negligible anthocyanin,9.2,2.1,,2.21
CC 45,,ENG81A,anthocyanin absent (ap),slight anthocyanin,8.23,2.73,,2.2
CC 46,self compatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,10.37,2.5,,2.24
CC 47,,ENG81A,slight anthocyanin (ap),intense anthocyanin,8.67,2.47,,2.13
CC 48,self incompatible,ENG81A,slight anthocyanin (ap),intense anthocyanin,8.87,2.25,,2.7
CC 49,,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.05,2.17,,2.45
CC 52,,ENG81A,slight anthocyanin (ap),anthocyanin absent,10.04,3.11,,3.0
CC 67,,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.1,2.23,,1.63
CC 69,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.85,2.73,,2.19
CC 71,,ENG81A,intense anthocyanin (ap),slight anthocyanin,8.95,2.85,,1.77
CC 74,self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.8,2.5,,2.3
CC 79,,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.71,2.44,,2.42
CC 83,,ENG81A,slight anthocyanin (ap),anthocyanin absent,7.29,2.17,,1.98
CC 9,self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.08,2.11,,2.47
CC 99,,ENG81A,intense anthocyanin (ap),anthocyanin absent,9.1,2.27,,2.25
CHU 120 [VEN],,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.7,2.2,,2.2
CNS 23 [VEN],,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.5,2.4,,1.9
COMUM TIPICO,,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.7,2.29,,2.31
DIAMANTES 800,self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.95,2.45,,2.36
EEG 25,self compatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,7.92,2.03,,2.14
EEG 27,,ENG81A,intense anthocyanin (ap),slight anthocyanin,8.36,1.97,,2.42
EEG 29,,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.95,2.28,,2.53
EEG 48,self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.9,2.6,,2.5
EEG 64,self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.14,2.31,,2.24
EEG 65,,ENG81A,intense anthocyanin (ap),slight anthocyanin,8.52,2.28,,2.0
EET 12 [ECU],,ENG81A,slight anthocyanin (ap),intense anthocyanin,10.15,2.22,,2.66
EET 156 [ECU],,ENG81A,anthocyanin absent (ap),slight anthocyanin,8.48,2.5,,2.94
EET 162 [ECU],,ENG81A,slight anthocyanin (ap),intense anthocyanin,9.02,3.03,,3.02
EET 164 [ECU],self compatible,ENG81A,anthocyanin absent (ap),slight anthocyanin,9.04,3.71,,2.48
EET 183 [ECU],,ENG81A,slight anthocyanin (ap),anthocyanin absent,10.08,2.5,,2.74
EET 19 [ECU],,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.2,2.9,,2.2
EET 228 [ECU],,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.86,2.21,,2.8
EET 250 [ECU],,ENG81A,intense anthocyanin (ap),intense anthocyanin,8.61,2.77,,2.03
EET 338 [ECU],,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.59,2.85,,2.69
EET 353 [ECU],,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.93,2.08,,2.33
EET 376 [ECU],,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.93,2.71,,2.75
EET 377 [ECU],,ENG81A,anthocyanin absent (ap),slight anthocyanin,7.75,2.45,,2.53
EET 397 [ECU],,ENG81A,anthocyanin absent (ap),slight anthocyanin,8.22,2.41,,3.13
EET 399 [ECU],,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.92,2.33,,2.26
EET 400 [ECU],self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.94,2.19,,2.29
EET 41 [ECU],,ENG81A,anthocyanin absent (ap),slight anthocyanin,9.16,1.91,,2.27
EET 48 [ECU],self incompatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.32,2.73,,2.76
EET 53 [ECU],,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.65,2.32,,2.48
EET 59 [ECU],self incompatible,ENG81A,intense anthocyanin (ap),intense anthocyanin,8.89,2.97,,2.49
EET 62 [ECU],self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.26,2.55,,2.97
EET 64 [ECU],self compatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.43,2.66,,2.74
EET 67 [ECU],,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.41,2.82,,2.66
EET 75 [ECU],self incompatible,ENG81A,intense anthocyanin (ap),very slight anthocyanin,9.55,2.42,,2.71
EET 80 [ECU],self compatible,ENG81A,anthocyanin absent (ap),slight anthocyanin,9.92,3.65,,2.91
EET 94 [ECU],,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.16,2.43,,2.98
EET 95 [ECU],,ENG81A,intense anthocyanin (ap),intense anthocyanin,9.08,2.53,,2.62
G 8 [GET],,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.9,2.2,,2.3
GA 11 [HAI],,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.52,2.07,,2.22
GS 29,self incompatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.51,3.51,,2.54
GS 36,self incompatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,9.62,3.2,,2.74
ICS 1,self compatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.5,2.58,,2.08
ICS 100,self incompatible,ENG81A,intense anthocyanin (ap),intense anthocyanin,9.33,2.87,,2.32
ICS 117,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.35,2.93,,2.3
ICS 133,,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.48,2.71,,2.25
ICS 137,,ENG81A,anthocyanin absent (ap),slight anthocyanin,9.4,2.55,,2.22
ICS 16,self incompatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,10.22,2.21,,2.08
ICS 39,self incompatible,ENG81A,anthocyanin absent (ap),intense anthocyanin,8.77,3.01,,2.34
ICS 40,self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.67,3.17,,2.2
ICS 40,self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.57,2.93,,2.38
ICS 43,self incompatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.76,2.92,,2.07
ICS 44,self compatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.42,2.7,,2.17
ICS 53,self incompatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.57,2.87,,2.43
ICS 6,self compatible,ENG81A,intense anthocyanin (ap),anthocyanin absent,11.14,2.57,,2.32
ICS 60,self incompatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,9.2,2.54,,2.54
ICS 89,self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.45,2.58,,1.69
ICS 95,self compatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.0,2.97,,2.08
IMC 60,,ENG81A,intense anthocyanin (ap),intense anthocyanin,7.8,2.66,,2.49
IMC 67,self incompatible,ENG81A,intense anthocyanin (ap),intense anthocyanin,8.2,2.74,,2.68
JACA,,ENG81A,slight anthocyanin (ap),slight anthocyanin,6.6,2.2,,1.6
LA ESMIDA AMARILLO,,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.7,3.1,,2.2
La Esmida Roja,,ENG81A,very slight anthocyanin (ap),anthocyanin absent,9.35,2.73,,1.83
LARANJA,self compatible,ENG81A,intense anthocyanin (ap),slight anthocyanin,7.06,2.33,,1.7
MA 12 [BRA],,ENG81A,intense anthocyanin (ap),slight anthocyanin,7.66,2.37,,2.44
MA 13 [BRA],,ENG81A,slight anthocyanin (ap),anthocyanin absent,6.23,1.8,,2.1
MATINA,,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.02,2.04,,1.98
MOCORONGO,,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.7,2.51,,2.32
NA 34,,ENG81A,slight anthocyanin (ap),intense anthocyanin,6.58,2.02,,2.22
OC 77 [VEN],self compatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.42,2.73,,2.15
P 10 [MEX],self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.95,2.69,,2.26
P 19 [MEX],self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.7,3.31,,1.9
PA 121 [PER],self incompatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,6.61,2.0,,2.24
PA 121 [PER],self incompatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.63,2.03,,2.17
PA 13 [PER],,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.88,2.18,,2.01
PA 16 [PER],self compatible,ENG81A,slight anthocyanin (ap),intense anthocyanin,7.8,2.01,,2.37
PA 16 [PER],self compatible,ENG81A,intense anthocyanin (ap),slight anthocyanin,7.45,2.06,,2.16
PA 169 [PER],,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.06,2.33,,2.41
PA 81 [PER],,ENG81A,very slight anthocyanin (ap),anthocyanin absent,8.4,2.2,,2.6
PORCELANA 3,,ENG81A,anthocyanin absent (ap),anthocyanin absent,7.91,2.94,,2.16
POUND 12,,ENG81A,slight anthocyanin (ap),slight anthocyanin,8.44,2.05,,2.43
POUND 12,self incompatible,ENG81A,intense anthocyanin (ap),slight anthocyanin,8.69,2.18,,2.71
POUND 15,self incompatible,ENG81A,slight anthocyanin (ap),anthocyanin absent,7.98,2.29,,2.14
POUND 16,self incompatible,ENG81A,intense anthocyanin (ap),intense anthocyanin,8.05,1.96,,2.66
POUND 19,self incompatible,ENG81A,intense anthocyanin (ap),slight anthocyanin,7.69,2.07,,2.24
POUND 20,,ENG81A,intense anthocyanin (ap),anthocyanin absent,7.8,2.51,,2.37
POUND 23,,ENG81A,anthocyanin absent (ap),moderate anthocyanin,8.45,2.39,,2.11
POUND 7,self incompatible,ENG81A,intense anthocyanin (ap),intense anthocyanin,7.83,2.41,,2.42
POUND 7,self incompatible,ENG81A,slight anthocyanin (ap),slight anthocyanin,7.1,2.2,,2.2
PV 4 [CRI],,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.63,3.03,,2.18
RB 37 [BRA],,ENG81A,intense anthocyanin (ap),intense anthocyanin,8.11,2.46,,1.97
RB 39 [BRA],,ENG81A,slight anthocyanin (ap),intense anthocyanin,7.38,2.59,,1.9
RB 41 [BRA],,ENG81A,intense anthocyanin (ap),anthocyanin absent,6.51,1.96,,1.74
RB 46 [BRA],,ENG81A,intense anthocyanin (ap),anthocyanin absent,6.32,2.29,,1.85
RIM 10 [MEX],self compatible,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.0,3.0,,2.0
RIM 105 [MEX],,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.11,2.82,,2.31
RIM 113 [MEX],,ENG81A,anthocyanin absent (ap),anthocyanin absent,9.81,2.84,,2.16
RIM 117 [MEX],,ENG81A,anthocyanin absent (ap),anthocyanin absent,8.98,2.51,,2.36
RIM 13 [MEX],,ENG81A,slight anthocyanin (ap),anthocyanin absent,8.97,2.65,,2.44
