Clone name,Pathogen,Reaction
PBC 123,Vascular Streak Dieback,tolerant
PBC 159,Vascular Streak Dieback,tolerant
PBC 178,Vascular Streak Dieback,tolerant
PBC 207,Vascular Streak Dieback,tolerant
PBC 208,Vascular Streak Dieback,tolerant
PBC 210,Vascular Streak Dieback,tolerant
PBC 223,Vascular Streak Dieback,tolerant
PBC 246,Vascular Streak Dieback,tolerant
