Clone name,Shape,Basal constriction,Apex form,Rugosity,Furrow desc,Length,Breadth,Colour,Hardness,Info
GU 255 /P,oblong,slight,acute,intense,paired and wide separation,170.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GU 255 /V,oblong,slight,obtuse,intense,paired and intermediate separation,156.0,80.0,anthocyanin absent,-,-
GU 259 /C,elliptical,strong,mammillate,moderate,paired and intermediate separation,150.0,73.0,anthocyanin absent,-,-
GU 261 /P,elliptical,strong,obtuse,moderate,paired and intermediate separation,151.0,74.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 265 /P,oblong,moderate,obtuse,intense,paired and slight separation,170.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GU 271 /P,oblong,moderate,obtuse,intense,paired and slight separation,162.0,74.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 277 /G,oblong,moderate,obtuse,moderate,paired and wide separation,165.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 286 /P,oblong,moderate,obtuse,intense,paired and intermediate separation,167.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 300 /P,elliptical,moderate,obtuse,moderate,paired and wide separation,143.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 305 /P,obovate,moderate,mammillate,slight,paired and wide separation,150.0,83.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 307 /F,elliptical,moderate,obtuse,slight,paired and intermediate separation,151.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 310 /P,elliptical,moderate,acute,moderate,paired and intermediate separation,139.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GU 322 /P,elliptical,strong,mammillate,slight,paired and intermediate separation,149.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
GU 335 /P,elliptical,strong,mammillate,intense,paired and intermediate separation,143.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 339 /M,elliptical,moderate,obtuse,slight,paired and intermediate separation,123.0,75.0,anthocyanin absent,-,-
GU 341 /H,obovate,strong,mammillate,intense,paired and intermediate separation,164.0,82.0,anthocyanin absent,-,-
GU 351 /P,elliptical,slight,obtuse,moderate,paired and intermediate separation,136.0,81.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
GU 353 /L,elliptical,moderate,obtuse,moderate,paired and intermediate separation,160.0,88.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICA 70 [COL],elliptical,moderate,obtuse,slight,paired and wide separation,139.0,87.0,anthocyanin absent,-,-
ICS 1,elliptical,strong,acute,moderate,paired and slight separation,162.0,80.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 10,elliptical,moderate,attenuate,moderate,paired and wide separation,164.0,76.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 100,obovate,slight,attenuate,moderate,paired and wide separation,144.0,78.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
ICS 111,orbicular,slight,mammillate,slight,paired and intermediate separation,175.0,95.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 12,elliptical,strong,acute,intense,paired and intermediate separation,175.0,71.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 14,elliptical,moderate,acute,moderate,paired and intermediate separation,127.0,79.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 15,elliptical,slight,mammillate,moderate,paired and intermediate separation,177.0,94.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 16,elliptical,moderate,acute,moderate,paired and slight separation,153.0,93.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 17,elliptical,strong,obtuse,slight,paired and wide separation,157.0,85.0,moderate anthocyanin,-,-
ICS 18,elliptical,slight,obtuse,slight,paired and wide separation,188.0,96.0,moderate anthocyanin,-,-
ICS 2,elliptical,strong,acute,moderate,paired and slight separation,170.0,81.0,very slight anthocyanin,-,-
ICS 20,elliptical,moderate,obtuse,slight,paired and intermediate separation,164.0,90.0,anthocyanin absent,-,-
ICS 22,oblong,slight,attenuate,moderate,paired and intermediate separation,171.0,90.0,intense anthocyanin,hard,Hardness > 2.0 Mpa
ICS 24,elliptical,slight,obtuse,slight,equidistant and intermediate separation,149.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 25,elliptical,slight,acute,moderate,paired and wide separation,147.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 26,elliptical,moderate,attenuate,intense,paired and wide separation,184.0,84.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
ICS 27,elliptical,slight,mammillate,moderate,paired and intermediate separation,137.0,88.0,moderate anthocyanin,-,-
ICS 3,elliptical,strong,obtuse,slight,paired and wide separation,156.0,78.0,slight anthocyanin,-,-
ICS 30,elliptical,moderate,acute,moderate,paired and wide separation,150.0,78.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 35,elliptical,slight,obtuse,intense,paired and intermediate separation,182.0,80.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 36,elliptical,strong,acute,moderate,paired and intermediate separation,168.0,92.0,anthocyanin absent,-,-
ICS 39,oblong,moderate,attenuate,moderate,paired and intermediate separation,176.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 4,elliptical,slight,acute,slight,paired and intermediate separation,146.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 40,elliptical,strong,acute,moderate,paired and wide separation,181.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 41,oblong,moderate,acute,moderate,paired and intermediate separation,191.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 42,elliptical,moderate,attenuate,moderate,paired and intermediate separation,200.0,87.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 43,oblong,strong,attenuate,moderate,paired and intermediate separation,194.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 45,elliptical,moderate,attenuate,moderate,paired and intermediate separation,168.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 46,oblate,absent,attenuate,intense,paired and slight separation,171.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 47,elliptical,moderate,acute,slight,paired and wide separation,181.0,86.0,anthocyanin absent,-,-
ICS 48,elliptical,slight,acute,moderate,paired and intermediate separation,169.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 49,elliptical,slight,obtuse,slight,paired and wide separation,157.0,89.0,anthocyanin absent,-,-
ICS 5,elliptical,moderate,acute,moderate,paired and intermediate separation,188.0,82.0,intense anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 53,elliptical,strong,acute,intense,paired and intermediate separation,180.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 57,elliptical,strong,obtuse,intense,paired and intermediate separation,165.0,71.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 58,elliptical,strong,acute,slight,paired and wide separation,180.0,86.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
ICS 59,elliptical,strong,acute,slight,paired and intermediate separation,166.0,92.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 6,elliptical,moderate,acute,moderate,paired and intermediate separation,166.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 60,oblong,strong,attenuate,intense,paired and intermediate separation,195.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 61,elliptical,slight,obtuse,moderate,paired and intermediate separation,157.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 62,elliptical,moderate,obtuse,moderate,paired and intermediate separation,183.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 63,obovate,absent,indented,slight,paired and intermediate separation,147.0,83.0,intense anthocyanin,hard,Hardness > 2.0 Mpa
ICS 65,obovate,slight,obtuse,slight,paired and wide separation,127.0,74.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 66,elliptical,moderate,acute,slight,paired and intermediate separation,161.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 67,elliptical,moderate,obtuse,intense,paired and intermediate separation,191.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 68,oblong,strong,attenuate,intense,paired and intermediate separation,226.0,87.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 69,elliptical,moderate,attenuate,moderate,paired and wide separation,177.0,76.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 7,elliptical,strong,acute,intense,paired and wide separation,158.0,83.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 70,oblong,moderate,attenuate,intense,paired and intermediate separation,197.0,78.0,intense anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 72,elliptical,slight,acute,moderate,paired and intermediate separation,155.0,89.0,intense anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 73,elliptical,slight,acute,intense,paired and intermediate separation,181.0,84.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 75,obovate,absent,obtuse,smooth,paired and wide separation,151.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 76,elliptical,slight,acute,moderate,paired and intermediate separation,151.0,77.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 77,obovate,slight,obtuse,moderate,paired and intermediate separation,137.0,74.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 8,elliptical,moderate,acute,slight,paired and intermediate separation,159.0,77.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
ICS 80,elliptical,moderate,acute,moderate,paired and intermediate separation,170.0,89.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 82,elliptical,moderate,mammillate,slight,paired and wide separation,152.0,91.0,moderate anthocyanin,-,-
ICS 83,elliptical,slight,acute,slight,paired and wide separation,158.0,94.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 84,elliptical,slight,acute,moderate,paired and slight separation,174.0,85.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
ICS 85,oblong,strong,acute,slight,paired and intermediate separation,151.0,73.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 86,oblong,moderate,attenuate,moderate,paired and intermediate separation,148.0,76.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 87,elliptical,strong,attenuate,moderate,paired and intermediate separation,163.0,73.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
ICS 88,elliptical,slight,acute,slight,paired and intermediate separation,189.0,90.0,intense anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 89,elliptical,slight,acute,slight,paired and intermediate separation,165.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 90,elliptical,strong,acute,moderate,paired and intermediate separation,194.0,84.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 92,elliptical,moderate,acute,moderate,paired and intermediate separation,161.0,81.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
ICS 93,elliptical,moderate,attenuate,moderate,paired and wide separation,179.0,82.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 94,elliptical,slight,acute,moderate,paired and intermediate separation,176.0,94.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 95,elliptical,slight,acute,moderate,paired and intermediate separation,190.0,84.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
ICS 96,elliptical,slight,mammillate,moderate,paired and intermediate separation,161.0,86.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
ICS 97,elliptical,strong,acute,moderate,paired and intermediate separation,180.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
ICS 98,elliptical,strong,attenuate,moderate,paired and wide separation,172.0,76.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
ICS 99,elliptical,moderate,acute,moderate,paired and wide separation,179.0,81.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 10,elliptical,slight,obtuse,slight,paired and wide separation,172.0,93.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 103,obovate,slight,indented,moderate,paired and wide separation,144.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 104,obovate,moderate,acute,moderate,paired and intermediate separation,159.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 105,elliptical,slight,obtuse,slight,paired and intermediate separation,200.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 107,elliptical,moderate,indented,moderate,paired and intermediate separation,138.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 11,obovate,strong,obtuse,slight,paired and intermediate separation,165.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 12,oblong,slight,obtuse,moderate,equidistant and intermediate separation,158.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 13,obovate,moderate,indented,moderate,paired and wide separation,145.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 14,obovate,moderate,obtuse,slight,paired and wide separation,181.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 16,obovate,absent,obtuse,moderate,paired and intermediate separation,163.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 18,elliptical,slight,indented,slight,paired and intermediate separation,150.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 2,obovate,moderate,obtuse,slight,paired and intermediate separation,167.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 20,elliptical,moderate,obtuse,slight,paired and intermediate separation,172.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 22,elliptical,slight,obtuse,slight,paired and intermediate separation,144.0,74.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 23,obovate,slight,obtuse,moderate,paired and intermediate separation,147.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 27,obovate,slight,obtuse,slight,paired and intermediate separation,177.0,94.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 3,elliptical,moderate,indented,moderate,paired and intermediate separation,159.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 30,elliptical,moderate,indented,slight,paired and wide separation,170.0,83.0,anthocyanin absent,-,-
IMC 31,obovate,slight,obtuse,moderate,paired and intermediate separation,180.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 33,elliptical,moderate,obtuse,moderate,paired and intermediate separation,177.0,93.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 36,elliptical,moderate,acute,slight,paired and intermediate separation,175.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 38,obovate,slight,indented,slight,paired and intermediate separation,163.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 39,obovate,moderate,obtuse,slight,paired and intermediate separation,167.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 41,elliptical,slight,obtuse,slight,paired and intermediate separation,166.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 42,obovate,slight,obtuse,moderate,paired and intermediate separation,153.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 44,obovate,moderate,indented,slight,paired and wide separation,163.0,91.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 45,obovate,moderate,obtuse,slight,paired and intermediate separation,148.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 47,elliptical,slight,acute,moderate,paired and intermediate separation,173.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 48,obovate,slight,indented,slight,paired and intermediate separation,176.0,102.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 49,obovate,moderate,obtuse,slight,paired and wide separation,161.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 5,obovate,slight,indented,slight,paired and wide separation,147.0,83.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 50,obovate,moderate,obtuse,slight,paired and intermediate separation,138.0,75.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 51,elliptical,moderate,indented,moderate,paired and intermediate separation,173.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 53,obovate,moderate,obtuse,moderate,paired and intermediate separation,169.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
IMC 54,obovate,moderate,indented,slight,paired and wide separation,169.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 55,obovate,slight,obtuse,slight,paired and intermediate separation,166.0,96.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 57,elliptical,moderate,obtuse,moderate,paired and slight separation,182.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 58,elliptical,slight,obtuse,moderate,paired and intermediate separation,160.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 59,obovate,slight,obtuse,slight,equidistant and intermediate separation,173.0,92.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 6,obovate,moderate,obtuse,slight,paired and intermediate separation,182.0,91.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 60,obovate,absent,obtuse,slight,paired and intermediate separation,151.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 61,obovate,moderate,obtuse,slight,equidistant and wide separation,168.0,92.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 63,obovate,slight,obtuse,slight,paired and wide separation,179.0,111.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 65,obovate,slight,obtuse,slight,paired and wide separation,178.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 66,obovate,slight,obtuse,slight,paired and wide separation,153.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
IMC 67,obovate,moderate,obtuse,moderate,equidistant and wide separation,199.0,98.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
