Clone name,Pathogen,Species,Reaction,Part
GU 175,Witches' Broom,,tolerant,
GU 255,Witches' Broom,,tolerant,
GU 307,Witches' Broom,,tolerant,
IMC 47,Phytophthora,P. palmivora,tolerant,Pod
