Clone name,Colour
ELP 32 /S3,intense anthocyanin
ELP 32 /S4,intense anthocyanin
ELP 34 /S13,intense anthocyanin
ELP 34 /S7,moderate anthocyanin
ELP 35 B,intense anthocyanin
ELP 35 /S4,moderate anthocyanin
ELP 38 /11,moderate anthocyanin
ELP 38 /15,intense anthocyanin
ELP 38 /2,moderate anthocyanin
ELP 40 B,moderate anthocyanin
ELP 40 /S9,intense anthocyanin
ELP 41 /S5,moderate anthocyanin
ELP 7 /S2,moderate anthocyanin
ELP 7 /S7,intense anthocyanin
ELP 8 A,moderate anthocyanin
ELP 8 /S3,intense anthocyanin
ELP 9 /S2,moderate anthocyanin
ELP 9 /S4,moderate anthocyanin
EQX /J [CHA],anthocyanin absent
EQX 27 [EQX],moderate anthocyanin
EQX 3164 [CHA],moderate anthocyanin
EQX 39 [EQX],anthocyanin absent
EQX 4 [EQX],intense anthocyanin
EQX 69 [EQX],moderate anthocyanin
FSC 13,moderate anthocyanin
G 8 [GET],slight anthocyanin
GC T 998 /38,moderate anthocyanin
GA 11 [HAI],intense anthocyanin
GC T 998 /2,anthocyanin absent
GC T 998 /55,anthocyanin absent
GC T 998 /59,intense anthocyanin
GC T 998 /60,slight anthocyanin
GC T 998 /66,moderate anthocyanin
GC T 998 /76,slight anthocyanin
GC T 998 /96,moderate anthocyanin
GC T 999 /59,moderate anthocyanin
GDL 1,intense anthocyanin
GDL 11,intense anthocyanin
GDL 2,moderate anthocyanin
GDL 3,intense anthocyanin
GDL 7,moderate anthocyanin
GEBP 1 /M [ADI],moderate anthocyanin
GEBP 1001 /T [ADI],moderate anthocyanin
GEBP 1004 /T [ADI],moderate anthocyanin
GEBP 1005 /T [ADI],moderate anthocyanin
GEBP 1009 /T [ADI],slight anthocyanin
GEBP 1010 /R [ADI],slight anthocyanin
GEBP 1015 /R [ADI],slight anthocyanin
GEBP 1016 /R [ADI],slight anthocyanin
GEBP 1016 /R [ADI],moderate anthocyanin
GEBP 1018 /R [ADI],anthocyanin absent
GEBP 1020 /R [ADI],intense anthocyanin
GEBP 1021 /R [ADI],intense anthocyanin
GEBP 1026 /R [ADI],intense anthocyanin
GEBP 1028 /R [ADI],intense anthocyanin
GEBP 1030 /R [ADI],intense anthocyanin
GEBP 1034 /R [ADI],intense anthocyanin
GEBP 1037 /T [ADI],moderate anthocyanin
GEBP 1038 /T [ADI],moderate anthocyanin
GEBP 1042 /T [ADI],moderate anthocyanin
GEBP 1043 /T [ADI],slight anthocyanin
GEBP 1046 /T [ADI],moderate anthocyanin
GEBP 1048 /T [ADI],moderate anthocyanin
GEBP 1050 /T [ADI],moderate anthocyanin
GEBP 1055 /F [ADI],slight anthocyanin
GEBP 106 /M [ADI],slight anthocyanin
GEBP 107 /F [ADI],moderate anthocyanin
GEBP 1079 /T [ADI],moderate anthocyanin
GEBP 108 /F [ADI],moderate anthocyanin
GEBP 1081 /T [ADI],slight anthocyanin
GEBP 1082 /T [ADI],moderate anthocyanin
GEBP 1084 /T [ADI],intense anthocyanin
GEBP 1085 /T [ADI],moderate anthocyanin
GEBP 1086 /T [ADI],intense anthocyanin
GEBP 1087 /T [ADI],moderate anthocyanin
GEBP 1088 /T [ADI],moderate anthocyanin
GEBP 109 /F [ADI],moderate anthocyanin
GEBP 1092 /T [ADI],moderate anthocyanin
GEBP 1093 /T [ADI],moderate anthocyanin
GEBP 1094 /T [ADI],slight anthocyanin
GEBP 1095 /T [ADI],moderate anthocyanin
GEBP 1096 /T [ADI],moderate anthocyanin
GEBP 1097 /T [ADI],moderate anthocyanin
GEBP 1098 /T [ADI],slight anthocyanin
GEBP 11 /T [ADI],intense anthocyanin
GEBP 110 /F [ADI],moderate anthocyanin
GEBP 1101 /T [ADI],moderate anthocyanin
GEBP 1102 /T [ADI],moderate anthocyanin
GEBP 1104 /T [ADI],slight anthocyanin
GEBP 1105 /T [ADI],intense anthocyanin
GEBP 1106 /T [ADI],moderate anthocyanin
GEBP 111 /F [ADI],intense anthocyanin
GEBP 1110 /T [ADI],moderate anthocyanin
GEBP 1113 /T [ADI],slight anthocyanin
GEBP 1115 /T [ADI],moderate anthocyanin
GEBP 1116 /T [ADI],moderate anthocyanin
GEBP 1119 /T [ADI],moderate anthocyanin
GEBP 112 /M [ADI],intense anthocyanin
GEBP 1124 /T [ADI],moderate anthocyanin
GEBP 1127 /T [ADI],moderate anthocyanin
GEBP 113 /M [ADI],intense anthocyanin
GEBP 1130 /T [ADI],intense anthocyanin
GEBP 1131 /T [ADI],intense anthocyanin
GEBP 1132 /T [ADI],intense anthocyanin
GEBP 1135 /T [ADI],moderate anthocyanin
GEBP 1136 /T [ADI],moderate anthocyanin
GEBP 1137 /T [ADI],moderate anthocyanin
GEBP 114 /M [ADI],intense anthocyanin
GEBP 1140 /R [ADI],intense anthocyanin
GEBP 1141 /R [ADI],intense anthocyanin
GEBP 1143 /R [ADI],intense anthocyanin
GEBP 1144 /R [ADI],intense anthocyanin
GEBP 1147 /R [ADI],intense anthocyanin
GEBP 1148 /R [ADI],intense anthocyanin
GEBP 1149 /R [ADI],intense anthocyanin
GEBP 115 /M [ADI],intense anthocyanin
GEBP 1152 /R [ADI],intense anthocyanin
GEBP 1154 /R [ADI],moderate anthocyanin
GEBP 1155 /R [ADI],moderate anthocyanin
GEBP 1156 /R [ADI],moderate anthocyanin
GEBP 1157 /R [ADI],moderate anthocyanin
GEBP 1158 /R [ADI],intense anthocyanin
GEBP 116 /M [ADI],intense anthocyanin
GEBP 1160 /R [ADI],moderate anthocyanin
GEBP 1161 /R [ADI],intense anthocyanin
GEBP 1164 /R [ADI],intense anthocyanin
GEBP 1165 /T [ADI],intense anthocyanin
GEBP 1167 /R [ADI],intense anthocyanin
GEBP 117 /M [ADI],slight anthocyanin
GEBP 1170 /R [ADI],moderate anthocyanin
GEBP 1172 /R [ADI],moderate anthocyanin
GEBP 1173 /R [ADI],moderate anthocyanin
GEBP 1174 /R [ADI],moderate anthocyanin
GEBP 1176 /R [ADI],moderate anthocyanin
GEBP 1179 /R [ADI],moderate anthocyanin
GEBP 118 /M [ADI],moderate anthocyanin
GEBP 1182 /R [ADI],intense anthocyanin
GEBP 1184 /R [ADI],moderate anthocyanin
GEBP 1186 /R [ADI],moderate anthocyanin
GEBP 1189 /R [ADI],moderate anthocyanin
GEBP 119 /M [ADI],intense anthocyanin
GEBP 1190 /R [ADI],moderate anthocyanin
GEBP 1191 /R [ADI],intense anthocyanin
GEBP 1193 /R [ADI],intense anthocyanin
GEBP 1194 /R [ADI],moderate anthocyanin
GEBP 1194 /R [ADI],moderate anthocyanin
GEBP 1195 /R [ADI],moderate anthocyanin
GEBP 1196 /F [ADI],intense anthocyanin
GEBP 1197 /F [ADI],moderate anthocyanin
GEBP 12 /T [ADI],intense anthocyanin
GEBP 1203 /F [ADI],moderate anthocyanin
GEBP 1205 /F [ADI],moderate anthocyanin
GEBP 1205 /F [ADI],intense anthocyanin
GEBP 1206 /M [ADI],intense anthocyanin
GEBP 1207 /M [ADI],intense anthocyanin
GEBP 1209 /M [ADI],moderate anthocyanin
GEBP 121 /M [ADI],intense anthocyanin
GEBP 1212 /M [ADI],intense anthocyanin
GEBP 1215 /F [ADI],moderate anthocyanin
GEBP 1216 /F [ADI],moderate anthocyanin
GEBP 1218 /F [ADI],moderate anthocyanin
GEBP 1219 /F [ADI],slight anthocyanin
GEBP 122 /M [ADI],moderate anthocyanin
GEBP 1222 /F [ADI],slight anthocyanin
GEBP 1223 /F [ADI],moderate anthocyanin
GEBP 1224 /F [ADI],moderate anthocyanin
GEBP 1225 /F [ADI],moderate anthocyanin
GEBP 1227 /F [ADI],moderate anthocyanin
GEBP 1228 /F [ADI],intense anthocyanin
GEBP 1229 /F [ADI],moderate anthocyanin
GEBP 123 /M [ADI],moderate anthocyanin
GEBP 1232 /F [ADI],intense anthocyanin
GEBP 1234 /F [ADI],intense anthocyanin
GEBP 1237 /F [ADI],moderate anthocyanin
GEBP 1238 /F [ADI],moderate anthocyanin
GEBP 1239 /F [ADI],moderate anthocyanin
GEBP 1241 /F [ADI],moderate anthocyanin
GEBP 1243 /F [ADI],moderate anthocyanin
GEBP 1245 /F [ADI],moderate anthocyanin
GEBP 1247 /F [ADI],intense anthocyanin
GEBP 1249 /F [ADI],intense anthocyanin
GEBP 1250 /F [ADI],slight anthocyanin
GEBP 1252 /F [ADI],moderate anthocyanin
GEBP 1253 /F [ADI],intense anthocyanin
GEBP 1254 /F [ADI],moderate anthocyanin
GEBP 1256 /F [ADI],moderate anthocyanin
GEBP 1258 /F [ADI],moderate anthocyanin
GEBP 1259 /F [ADI],intense anthocyanin
GEBP 1260 /F [ADI],moderate anthocyanin
GEBP 1262 /F [ADI],moderate anthocyanin
GEBP 1266 /F [ADI],moderate anthocyanin
GEBP 1271 /F [ADI],moderate anthocyanin
GEBP 1273 /F [ADI],slight anthocyanin
GEBP 1274 /F [ADI],moderate anthocyanin
GEBP 1276 /F [ADI],moderate anthocyanin
GEBP 1278 /F [ADI],moderate anthocyanin
GEBP 1279 /F [ADI],slight anthocyanin
GEBP 128 /M [ADI],moderate anthocyanin
GEBP 1281 /F [ADI],slight anthocyanin
GEBP 1282 /F [ADI],moderate anthocyanin
GEBP 1284 /F [ADI],moderate anthocyanin
GEBP 1286 /F [ADI],intense anthocyanin
GEBP 1287 /F [ADI],moderate anthocyanin
GEBP 1288 /F [ADI],moderate anthocyanin
GEBP 1289 /F [ADI],moderate anthocyanin
GEBP 129 /M [ADI],intense anthocyanin
GEBP 1290 /F [ADI],intense anthocyanin
GEBP 1292 /F [ADI],intense anthocyanin
GEBP 1293 /F [ADI],intense anthocyanin
GEBP 1296 /M [ADI],moderate anthocyanin
GEBP 1300 /M [ADI],moderate anthocyanin
GEBP 1304 /M [ADI],intense anthocyanin
GEBP 1307 /T [ADI],intense anthocyanin
GEBP 1308 /T [ADI],moderate anthocyanin
GEBP 1309 /T [ADI],moderate anthocyanin
GEBP 1311 /T [ADI],intense anthocyanin
GEBP 1312 /T [ADI],moderate anthocyanin
GEBP 1314 /T [ADI],moderate anthocyanin
GEBP 1315 /T [ADI],moderate anthocyanin
GEBP 1316 /T [ADI],intense anthocyanin
GEBP 1322 /T [ADI],intense anthocyanin
GEBP 1323 /T [ADI],moderate anthocyanin
GEBP 1328 /T [ADI],moderate anthocyanin
GEBP 133 /M [ADI],intense anthocyanin
GEBP 1334 /T [ADI],intense anthocyanin
GEBP 134 /M [ADI],moderate anthocyanin
GEBP 1344 /T [ADI],moderate anthocyanin
GEBP 1345 /T [ADI],moderate anthocyanin
GEBP 1346 /T [ADI],moderate anthocyanin
GEBP 1347 /T [ADI],moderate anthocyanin
GEBP 1348 /T [ADI],moderate anthocyanin
GEBP 135 /F [ADI],moderate anthocyanin
GEBP 1350 /T [ADI],moderate anthocyanin
GEBP 1352 /T [ADI],moderate anthocyanin
GEBP 1353 /T [ADI],intense anthocyanin
GEBP 1355 /T [ADI],moderate anthocyanin
GEBP 1357 /T [ADI],moderate anthocyanin
GEBP 1358 /T [ADI],intense anthocyanin
GEBP 136 /F [ADI],moderate anthocyanin
GEBP 1360 /T [ADI],moderate anthocyanin
GEBP 1361 /T [ADI],slight anthocyanin
GEBP 137 /F [ADI],slight anthocyanin
GEBP 1374 /T [ADI],moderate anthocyanin
GEBP 1378 /T [ADI],moderate anthocyanin
GEBP 1381 /T [ADI],moderate anthocyanin
GEBP 1384 /R [ADI],intense anthocyanin
GEBP 1385 /R [ADI],intense anthocyanin
GEBP 1387 /R [ADI],intense anthocyanin
GEBP 1388 /R [ADI],intense anthocyanin
GEBP 1389 /R [ADI],moderate anthocyanin
GEBP 139 /F [ADI],moderate anthocyanin
GEBP 1390 /R [ADI],intense anthocyanin
GEBP 1392 /R [ADI],moderate anthocyanin
GEBP 1393 /R [ADI],intense anthocyanin
GEBP 1394 /R [ADI],intense anthocyanin
GEBP 1396 /R [ADI],moderate anthocyanin
GEBP 1400 /R [ADI],moderate anthocyanin
GEBP 1402 /R [ADI],moderate anthocyanin
GEBP 1405 /R [ADI],moderate anthocyanin
GEBP 1406 /R [ADI],moderate anthocyanin
GEBP 1408 /R [ADI],moderate anthocyanin
GEBP 1409 /R [ADI],intense anthocyanin
GEBP 141 /F [ADI],moderate anthocyanin
GEBP 1410 /R [ADI],intense anthocyanin
GEBP 1411 /R [ADI],intense anthocyanin
GEBP 1412 /R [ADI],intense anthocyanin
GEBP 1413 /R [ADI],moderate anthocyanin
GEBP 1416 /F [ADI],intense anthocyanin
GEBP 1417 /F [ADI],intense anthocyanin
GEBP 1418 /F [ADI],moderate anthocyanin
GEBP 1420 /F [ADI],moderate anthocyanin
GEBP 1422 /F [ADI],moderate anthocyanin
GEBP 1425 /F [ADI],moderate anthocyanin
GEBP 1427 /F [ADI],intense anthocyanin
GEBP 1428 /F [ADI],moderate anthocyanin
GEBP 1429 /F [ADI],moderate anthocyanin
GEBP 143 /M [ADI],slight anthocyanin
GEBP 1432 /F [ADI],intense anthocyanin
GEBP 1433 /F [ADI],intense anthocyanin
GEBP 1434 /F [ADI],moderate anthocyanin
GEBP 1435 /M [ADI],moderate anthocyanin
GEBP 1437 /M [ADI],slight anthocyanin
GEBP 1437 /M [ADI],slight anthocyanin
GEBP 1438 /M [ADI],intense anthocyanin
GEBP 1439 /M [ADI],intense anthocyanin
GEBP 144 /M [ADI],moderate anthocyanin
GEBP 1440 /M [ADI],moderate anthocyanin
GEBP 1443 /M [ADI],intense anthocyanin
GEBP 1444 /M [ADI],intense anthocyanin
GEBP 145 /M [ADI],moderate anthocyanin
GEBP 148 /M [ADI],intense anthocyanin
GEBP 149 /M [ADI],moderate anthocyanin
GEBP 15 /F [ADI],moderate anthocyanin
GEBP 150 /M [ADI],moderate anthocyanin
GEBP 1502 /F [ADI],moderate anthocyanin
GEBP 151 /F [ADI],moderate anthocyanin
GEBP 1516 /F [ADI],intense anthocyanin
GEBP 153 /F [ADI],intense anthocyanin
GEBP 155 /F [ADI],moderate anthocyanin
GEBP 1569 /F [ADI],moderate anthocyanin
GEBP 157 /F [ADI],moderate anthocyanin
GEBP 1575 /F [ADI],moderate anthocyanin
GEBP 158 /M [ADI],moderate anthocyanin
GEBP 1581 /F [ADI],slight anthocyanin
GEBP 159 /M [ADI],moderate anthocyanin
GEBP 1592 /F [ADI],moderate anthocyanin
GEBP 16 /F [ADI],intense anthocyanin
GEBP 162 /M [ADI],moderate anthocyanin
GEBP 164 /M [ADI],moderate anthocyanin
GEBP 1642 /F [ADI],moderate anthocyanin
GEBP 1655 /F [ADI],moderate anthocyanin
GEBP 1664 /F [ADI],intense anthocyanin
GEBP 1665 /F [ADI],moderate anthocyanin
GEBP 1667 /F [ADI],moderate anthocyanin
GEBP 1672 /F [ADI],moderate anthocyanin
GEBP 1679 /F [ADI],moderate anthocyanin
GEBP 168 /M [ADI],moderate anthocyanin
GEBP 1681 /F [ADI],moderate anthocyanin
GEBP 1691 /F [ADI],moderate anthocyanin
GEBP 1693 /F [ADI],intense anthocyanin
GEBP 1699 /F [ADI],moderate anthocyanin
GEBP 17 /F [ADI],intense anthocyanin
GEBP 170 /M [ADI],slight anthocyanin
GEBP 1702 /F [ADI],slight anthocyanin
GEBP 1703 /F [ADI],moderate anthocyanin
GEBP 1719 /F [ADI],slight anthocyanin
GEBP 172 /M [ADI],slight anthocyanin
GEBP 173 /M [ADI],moderate anthocyanin
GEBP 176 /M [ADI],moderate anthocyanin
GEBP 177 /M [ADI],moderate anthocyanin
GEBP 178 /M [ADI],moderate anthocyanin
GEBP 179 /M [ADI],moderate anthocyanin
GEBP 18 /F [ADI],moderate anthocyanin
GEBP 180 /M [ADI],intense anthocyanin
GEBP 182 /M [ADI],moderate anthocyanin
GEBP 186 /F [ADI],moderate anthocyanin
GEBP 187 /M [ADI],slight anthocyanin
GEBP 1875 /R [ADI],moderate anthocyanin
GEBP 188 /M [ADI],moderate anthocyanin
GEBP 19 /F [ADI],moderate anthocyanin
GEBP 190 /M [ADI],slight anthocyanin
GEBP 193 /M [ADI],slight anthocyanin
GEBP 196 /M [ADI],moderate anthocyanin
GEBP 197 /M [ADI],moderate anthocyanin
GEBP 198 /M [ADI],intense anthocyanin
GEBP 2 /M [ADI],intense anthocyanin
GEBP 20 /F [ADI],intense anthocyanin
GEBP 201 /M [ADI],moderate anthocyanin
GEBP 202 /M [ADI],slight anthocyanin
GEBP 204 /M [ADI],moderate anthocyanin
GEBP 207 /F [ADI],moderate anthocyanin
GEBP 209 /F [ADI],moderate anthocyanin
GEBP 21 /R [ADI],moderate anthocyanin
GEBP 210 /F [ADI],intense anthocyanin
GEBP 211 /F [ADI],slight anthocyanin
GEBP 213 /F [ADI],moderate anthocyanin
GEBP 214 /F [ADI],intense anthocyanin
GEBP 215 /F [ADI],moderate anthocyanin
GEBP 216 /R [ADI],moderate anthocyanin
GEBP 217 /R [ADI],intense anthocyanin
GEBP 219 /M [ADI],intense anthocyanin
GEBP 222 /M [ADI],moderate anthocyanin
GEBP 223 /M [ADI],moderate anthocyanin
GEBP 224 /M [ADI],moderate anthocyanin
GEBP 228 /M [ADI],moderate anthocyanin
GEBP 229 /F [ADI],moderate anthocyanin
GEBP 239 /M [ADI],intense anthocyanin
GEBP 240 /M [ADI],intense anthocyanin
GEBP 241 /M [ADI],moderate anthocyanin
GEBP 245 /M [ADI],moderate anthocyanin
GEBP 249 /M [ADI],moderate anthocyanin
GEBP 252 /M [ADI],slight anthocyanin
GEBP 256 /M [ADI],moderate anthocyanin
GEBP 259 /M [ADI],intense anthocyanin
GEBP 26 /T [ADI],moderate anthocyanin
GEBP 260 /M [ADI],moderate anthocyanin
GEBP 261 /M [ADI],moderate anthocyanin
GEBP 264 /M [ADI],moderate anthocyanin
GEBP 267 /F [ADI],moderate anthocyanin
GEBP 268 /F [ADI],moderate anthocyanin
GEBP 269 /F [ADI],moderate anthocyanin
GEBP 275 /R [ADI],intense anthocyanin
GEBP 276 /M [ADI],slight anthocyanin
GEBP 277 /M [ADI],moderate anthocyanin
GEBP 279 /M [ADI],moderate anthocyanin
GEBP 281 /M [ADI],intense anthocyanin
GEBP 282 /M [ADI],slight anthocyanin
GEBP 284 /F [ADI],moderate anthocyanin
GEBP 296 /M [ADI],slight anthocyanin
GEBP 297 /M [ADI],slight anthocyanin
GEBP 299 /M [ADI],intense anthocyanin
GEBP 3 /M [ADI],intense anthocyanin
GEBP 300 /M [ADI],moderate anthocyanin
GEBP 301 /M [ADI],moderate anthocyanin
GEBP 302 /M [ADI],intense anthocyanin
GEBP 303 /M [ADI],moderate anthocyanin
GEBP 304 /M [ADI],moderate anthocyanin
GEBP 305 /M [ADI],intense anthocyanin
GEBP 308 /M [ADI],moderate anthocyanin
GEBP 31 /F [ADI],moderate anthocyanin
GEBP 310 /M [ADI],intense anthocyanin
GEBP 312 /M [ADI],anthocyanin absent
GEBP 313 /M [ADI],moderate anthocyanin
GEBP 315 /M [ADI],intense anthocyanin
GEBP 316 /M [ADI],slight anthocyanin
GEBP 319 /M [ADI],slight anthocyanin
GEBP 32 /F [ADI],moderate anthocyanin
GEBP 320 /M [ADI],slight anthocyanin
GEBP 322 /M [ADI],moderate anthocyanin
GEBP 323 /M [ADI],intense anthocyanin
GEBP 325 /M [ADI],moderate anthocyanin
GEBP 326 /M [ADI],moderate anthocyanin
GEBP 327 /M [ADI],intense anthocyanin
GEBP 328 /M [ADI],intense anthocyanin
GEBP 329 /M [ADI],intense anthocyanin
GEBP 33 /F [ADI],moderate anthocyanin
GEBP 330 /M [ADI],moderate anthocyanin
GEBP 332 /R [ADI],moderate anthocyanin
GEBP 333 /F [ADI],moderate anthocyanin
GEBP 334 /F [ADI],moderate anthocyanin
GEBP 335 /F [ADI],moderate anthocyanin
GEBP 336 /F [ADI],moderate anthocyanin
GEBP 337 /F [ADI],intense anthocyanin
GEBP 338 /F [ADI],moderate anthocyanin
GEBP 339 /F [ADI],moderate anthocyanin
GEBP 34 /F [ADI],moderate anthocyanin
GEBP 340 /F [ADI],moderate anthocyanin
GEBP 341 /F [ADI],moderate anthocyanin
GEBP 344 /F [ADI],moderate anthocyanin
GEBP 346 /F [ADI],moderate anthocyanin
GEBP 348 /R [ADI],intense anthocyanin
GEBP 35 /F [ADI],moderate anthocyanin
GEBP 350 /R [ADI],intense anthocyanin
GEBP 352 /R [ADI],intense anthocyanin
GEBP 354 /R [ADI],moderate anthocyanin
GEBP 355 /T [ADI],intense anthocyanin
GEBP 358 /T [ADI],intense anthocyanin
GEBP 36 /F [ADI],moderate anthocyanin
GEBP 365 /M [ADI],moderate anthocyanin
GEBP 37 /M [ADI],moderate anthocyanin
GEBP 38 /R [ADI],moderate anthocyanin
GEBP 381 /F [ADI],intense anthocyanin
GEBP 382 /F [ADI],intense anthocyanin
GEBP 383 /F [ADI],moderate anthocyanin
GEBP 384 /F [ADI],intense anthocyanin
GEBP 385 /F [ADI],intense anthocyanin
GEBP 388 /F [ADI],moderate anthocyanin
GEBP 389 /F [ADI],moderate anthocyanin
GEBP 390 /F [ADI],intense anthocyanin
GEBP 391 /F [ADI],moderate anthocyanin
GEBP 395 /F [ADI],moderate anthocyanin
GEBP 396 /F [ADI],intense anthocyanin
GEBP 397 /F [ADI],moderate anthocyanin
GEBP 398 /F [ADI],intense anthocyanin
GEBP 399 /F [ADI],moderate anthocyanin
GEBP 40 /R [ADI],moderate anthocyanin
GEBP 401 /F [ADI],moderate anthocyanin
GEBP 402 /F [ADI],moderate anthocyanin
GEBP 403 /F [ADI],slight anthocyanin
GEBP 404 /F [ADI],moderate anthocyanin
GEBP 405 /F [ADI],intense anthocyanin
GEBP 406 /F [ADI],intense anthocyanin
GEBP 407 /F [ADI],moderate anthocyanin
GEBP 409 /F [ADI],moderate anthocyanin
GEBP 41 /R [ADI],intense anthocyanin
GEBP 410 /F [ADI],moderate anthocyanin
GEBP 411 /F [ADI],moderate anthocyanin
GEBP 413 /F [ADI],moderate anthocyanin
GEBP 414 /F [ADI],intense anthocyanin
GEBP 415 /F [ADI],moderate anthocyanin
GEBP 416 /F [ADI],moderate anthocyanin
GEBP 417 /F [ADI],moderate anthocyanin
GEBP 418 /F [ADI],intense anthocyanin
GEBP 419 /F [ADI],moderate anthocyanin
GEBP 422 /F [ADI],moderate anthocyanin
GEBP 423 /F [ADI],slight anthocyanin
GEBP 424 /F [ADI],moderate anthocyanin
GEBP 426 /F [ADI],intense anthocyanin
GEBP 427 /F [ADI],intense anthocyanin
GEBP 428 /F [ADI],moderate anthocyanin
GEBP 429 /F [ADI],slight anthocyanin
GEBP 43 /R [ADI],moderate anthocyanin
GEBP 432 /F [ADI],moderate anthocyanin
GEBP 433 /F [ADI],moderate anthocyanin
GEBP 434 /F [ADI],moderate anthocyanin
GEBP 435 /F [ADI],intense anthocyanin
GEBP 436 /F [ADI],moderate anthocyanin
GEBP 437 /F [ADI],moderate anthocyanin
GEBP 438 /F [ADI],slight anthocyanin
GEBP 44 /R [ADI],moderate anthocyanin
GEBP 441 /F [ADI],moderate anthocyanin
GEBP 444 /F [ADI],moderate anthocyanin
GEBP 445 /F [ADI],moderate anthocyanin
GEBP 447 /F [ADI],moderate anthocyanin
GEBP 448 /F [ADI],slight anthocyanin
GEBP 449 /F [ADI],moderate anthocyanin
GEBP 45 /R [ADI],moderate anthocyanin
GEBP 450 /F [ADI],moderate anthocyanin
GEBP 451 /F [ADI],moderate anthocyanin
GEBP 452 /F [ADI],moderate anthocyanin
GEBP 457 /F [ADI],intense anthocyanin
GEBP 459 /F [ADI],moderate anthocyanin
GEBP 460 /F [ADI],moderate anthocyanin
GEBP 462 /F [ADI],moderate anthocyanin
GEBP 464 /F [ADI],moderate anthocyanin
GEBP 465 /F [ADI],moderate anthocyanin
GEBP 466 /F [ADI],moderate anthocyanin
GEBP 467 /F [ADI],moderate anthocyanin
GEBP 468 /F [ADI],moderate anthocyanin
GEBP 47 /R [ADI],moderate anthocyanin
GEBP 470 /F [ADI],moderate anthocyanin
GEBP 471 /F [ADI],moderate anthocyanin
GEBP 472 /F [ADI],intense anthocyanin
GEBP 473 /F [ADI],moderate anthocyanin
GEBP 474 /F [ADI],moderate anthocyanin
GEBP 475 /F [ADI],moderate anthocyanin
GEBP 476 /F [ADI],moderate anthocyanin
GEBP 478 /F [ADI],moderate anthocyanin
GEBP 479 /F [ADI],moderate anthocyanin
GEBP 48 /R [ADI],moderate anthocyanin
GEBP 480 /F [ADI],intense anthocyanin
GEBP 482 /F [ADI],intense anthocyanin
GEBP 483 /F [ADI],moderate anthocyanin
GEBP 484 /F [ADI],moderate anthocyanin
GEBP 485 /F [ADI],moderate anthocyanin
GEBP 486 /F [ADI],intense anthocyanin
GEBP 487 /F [ADI],moderate anthocyanin
GEBP 489 /F [ADI],moderate anthocyanin
GEBP 490 /F [ADI],moderate anthocyanin
GEBP 493 /F [ADI],moderate anthocyanin
GEBP 495 /F [ADI],moderate anthocyanin
GEBP 497 /F [ADI],moderate anthocyanin
GEBP 5 /M [ADI],moderate anthocyanin
GEBP 50 /R [ADI],moderate anthocyanin
GEBP 500 /F [ADI],moderate anthocyanin
GEBP 502 /F [ADI],slight anthocyanin
GEBP 503 /F [ADI],moderate anthocyanin
GEBP 506 /F [ADI],moderate anthocyanin
GEBP 507 /F [ADI],moderate anthocyanin
GEBP 51 /R [ADI],intense anthocyanin
GEBP 510 /F [ADI],intense anthocyanin
GEBP 512 /F [ADI],intense anthocyanin
GEBP 513 /F [ADI],intense anthocyanin
GEBP 514 /F [ADI],slight anthocyanin
GEBP 515 /F [ADI],intense anthocyanin
GEBP 517 /F [ADI],moderate anthocyanin
GEBP 519 /R [ADI],slight anthocyanin
GEBP 52 /M [ADI],intense anthocyanin
GEBP 520 /R [ADI],intense anthocyanin
GEBP 521 /R [ADI],intense anthocyanin
GEBP 522 /R [ADI],moderate anthocyanin
GEBP 526 /R [ADI],moderate anthocyanin
GEBP 529 /R [ADI],moderate anthocyanin
GEBP 530 /R [ADI],moderate anthocyanin
GEBP 531 /R [ADI],moderate anthocyanin
GEBP 532 /R [ADI],moderate anthocyanin
GEBP 54 /M [ADI],moderate anthocyanin
GEBP 543 /R [ADI],moderate anthocyanin
GEBP 548 /R [ADI],moderate anthocyanin
GEBP 549 /R [ADI],intense anthocyanin
GEBP 55 /M [ADI],intense anthocyanin
GEBP 551 /R [ADI],moderate anthocyanin
GEBP 556 /R [ADI],slight anthocyanin
GEBP 558 /F [ADI],intense anthocyanin
GEBP 559 /F [ADI],moderate anthocyanin
GEBP 56 /M [ADI],moderate anthocyanin
GEBP 560 /F [ADI],moderate anthocyanin
GEBP 562 /F [ADI],slight anthocyanin
GEBP 563 /F [ADI],moderate anthocyanin
GEBP 564 /F [ADI],moderate anthocyanin
GEBP 565 /R [ADI],intense anthocyanin
GEBP 567 /F [ADI],moderate anthocyanin
GEBP 568 /F [ADI],moderate anthocyanin
GEBP 569 /F [ADI],intense anthocyanin
GEBP 570 /F [ADI],moderate anthocyanin
GEBP 571 /F [ADI],intense anthocyanin
GEBP 572 /F [ADI],moderate anthocyanin
GEBP 573 /F [ADI],moderate anthocyanin
GEBP 574 /F [ADI],intense anthocyanin
GEBP 576 /F [ADI],moderate anthocyanin
GEBP 578 /F [ADI],moderate anthocyanin
GEBP 579 /F [ADI],intense anthocyanin
GEBP 58 /M [ADI],intense anthocyanin
GEBP 580 /F [ADI],moderate anthocyanin
GEBP 583 /F [ADI],moderate anthocyanin
GEBP 584 /F [ADI],slight anthocyanin
GEBP 586 /F [ADI],moderate anthocyanin
GEBP 588 /F [ADI],moderate anthocyanin
GEBP 589 /F [ADI],moderate anthocyanin
GEBP 590 /F [ADI],moderate anthocyanin
GEBP 591 /F [ADI],moderate anthocyanin
