Clone name,Seed index,Pod index
CC 10,60.9,17.7
CC 11,59.5,17.0
ICS 75,62.1,18.4
UF 11,59.8,17.5
UF 221,65.3,17.9
UF 667,60.2,18.1
UF 676,59.5,16.7
