Clone name,Female parent,Male parent,Station,Country,Region,Year
Theobahia,SCA6,ICS1,"Brazil, Comissão Executiva do Plano da Lavoura Cacaueira/Centro de Pesquisas do Cacau (CEPLAC/CEPEC)",Brazil,Bahia,1995
