Clone name,Colour
PBC 112,slight anthocyanin
PBC 123,intense anthocyanin
PBC 128,intense anthocyanin
PBC 130,slight anthocyanin
PBC 131,slight anthocyanin
PBC 137,slight anthocyanin
PBC 139,slight anthocyanin
PBC 140,slight anthocyanin
PBC 154,slight anthocyanin
PBC 159,slight anthocyanin
