Clone name,Seed index,Pod index
PBC 113,86.9,19.7
PBC 123,90.9,22.1
PBC 130,80.6,24.4
PBC 140,72.4,21.9
PBC 159,74.6,17.5
PBC 179,78.1,20.5
PBC 207,86.2,23.9
PBC 208,97.0,25.0
PBC 211,72.4,19.0
PBC 221,68.9,19.6
PBC 223,86.2,24.6
PBC 230,86.9,21.1
PBC 236,90.9,22.7
PBC 247,80.0,22.2
